cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,latency_sec_per_token
FULL,16,1230,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.001422355769230769
NONE,16,930,4096,nvidia/Qwen3-8B-NVFP4_prefill-all,4.2821248372395834e-05
FULL,16,930,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0017268069727891155
NONE,16,2430,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,1.8318345811631944e-05
FULL,16,2430,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0006871979166666666
NONE,16,2130,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,1.9465637207031254e-05
FULL,16,2130,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0007142652671755726
NONE,16,1830,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,2.1399434407552085e-05
FULL,16,1830,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0007889276413690476
NONE,16,1530,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,2.457173665364583e-05
FULL,16,1530,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0009177526595744682
NONE,16,1230,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,2.9895019531249997e-05
FULL,16,1230,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0011213402777777775
NONE,16,930,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,3.774617513020834e-05
FULL,16,930,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0013798976608187135
NONE,16,2430,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,1.7331949869791665e-05
FULL,16,2430,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0005850868055555556
NONE,16,2130,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,1.838226318359375e-05
FULL,16,2130,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0006122246549893843
NONE,16,1830,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,2.0141601562499998e-05
FULL,16,1830,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0006871952160493827
NONE,16,1530,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,2.304484049479167e-05
FULL,16,1530,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0008002212389380531
NONE,16,1230,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,2.8002929687500003e-05
FULL,16,1230,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0009765281593406594
NONE,16,930,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,3.520100911458333e-05
FULL,16,930,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0012188342524509805
NONE,16,2430,512,nvidia/Qwen3-8B-NVFP4_prefill-all,1.7446289062500002e-05
FULL,16,2430,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0005337384259259261
NONE,16,2130,512,nvidia/Qwen3-8B-NVFP4_prefill-all,1.746826171875e-05
FULL,16,2130,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0005593716825902335
NONE,16,1830,512,nvidia/Qwen3-8B-NVFP4_prefill-all,1.9171820746527778e-05
FULL,16,1830,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0006324228395061728
NONE,16,1530,512,nvidia/Qwen3-8B-NVFP4_prefill-all,2.191433376736111e-05
FULL,16,1530,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0007408831120943952
NONE,16,1230,512,nvidia/Qwen3-8B-NVFP4_prefill-all,2.6597086588541665e-05
FULL,16,1230,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0009031192765567765
NONE,16,930,512,nvidia/Qwen3-8B-NVFP4_prefill-all,3.354085286458333e-05
FULL,16,930,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0011401654411764706
NONE,16,2430,256,nvidia/Qwen3-8B-NVFP4_prefill-all,1.7622205946180555e-05
FULL,16,2430,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0005083697916666666
NONE,16,2130,256,nvidia/Qwen3-8B-NVFP4_prefill-all,1.6742350260416665e-05
FULL,16,2130,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0005347023809523809
NONE,16,1830,256,nvidia/Qwen3-8B-NVFP4_prefill-all,2.167607060185185e-05
FULL,16,1830,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0006081562499999999
NONE,16,1530,256,nvidia/Qwen3-8B-NVFP4_prefill-all,2.130882626488095e-05
FULL,16,1530,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0007140083333333333
NONE,16,1230,256,nvidia/Qwen3-8B-NVFP4_prefill-all,2.6128472222222223e-05
FULL,16,1230,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0008711169554455446
NONE,16,930,256,nvidia/Qwen3-8B-NVFP4_prefill-all,3.2845052083333334e-05
FULL,16,930,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.0011019188596491228
NONE,16,2430,8192,nvidia/Qwen3-8B-FP8_prefill-all,3.079859415690104e-05
FULL,16,2430,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.0012550885416666665
NONE,16,2130,8192,nvidia/Qwen3-8B-FP8_prefill-all,3.1742095947265624e-05
FULL,16,2130,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.0012762631704980843
NONE,16,1830,8192,nvidia/Qwen3-8B-FP8_prefill-all,3.63037109375e-05
FULL,16,1830,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.0013171597222222222
NONE,16,1530,8192,nvidia/Qwen3-8B-FP8_prefill-all,4.3000030517578124e-05
FULL,16,1530,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.0015126092069892474
NONE,16,1230,8192,nvidia/Qwen3-8B-FP8_prefill-all,5.310414632161458e-05
FULL,16,1230,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.0018621562499999999
NONE,16,930,8192,nvidia/Qwen3-8B-FP8_prefill-all,7.052637736002605e-05
FULL,16,930,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.0021551055372807017
NONE,16,2430,4096,nvidia/Qwen3-8B-FP8_prefill-all,2.6499938964843752e-05
FULL,16,2430,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.0008620753205128203
NONE,16,2130,4096,nvidia/Qwen3-8B-FP8_prefill-all,2.7191670735677084e-05
FULL,16,2130,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.0008822547935103244
NONE,16,1830,4096,nvidia/Qwen3-8B-FP8_prefill-all,3.0992635091145835e-05
FULL,16,1830,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.0009201782646048112
NONE,16,1530,4096,nvidia/Qwen3-8B-FP8_prefill-all,3.668467203776041e-05
FULL,16,1530,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.0010519611625514403
NONE,16,1230,4096,nvidia/Qwen3-8B-FP8_prefill-all,4.530792236328125e-05
FULL,16,1230,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.001289423076923077
NONE,16,930,4096,nvidia/Qwen3-8B-FP8_prefill-all,5.995229085286458e-05
FULL,16,930,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.001490019132653061
NONE,16,2430,2048,nvidia/Qwen3-8B-FP8_prefill-all,2.459988064236111e-05
FULL,16,2430,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.0006585729166666667
NONE,16,2130,2048,nvidia/Qwen3-8B-FP8_prefill-all,2.478790283203125e-05
FULL,16,2130,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.0006750914440203561
NONE,16,1830,2048,nvidia/Qwen3-8B-FP8_prefill-all,2.8178914388020837e-05
FULL,16,1830,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.0007077845982142857
NONE,16,1530,2048,nvidia/Qwen3-8B-FP8_prefill-all,3.328857421875e-05
FULL,16,1530,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.0008101507092198581
NONE,16,1230,2048,nvidia/Qwen3-8B-FP8_prefill-all,4.1166178385416666e-05
FULL,16,1230,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.0009902430555555558
NONE,16,930,2048,nvidia/Qwen3-8B-FP8_prefill-all,5.4510498046875e-05
FULL,16,930,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.0011512426900584796
NONE,16,2430,1024,nvidia/Qwen3-8B-FP8_prefill-all,2.3249511718750002e-05
FULL,16,2430,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.0005596383101851853
NONE,16,2130,1024,nvidia/Qwen3-8B-FP8_prefill-all,2.4176534016927084e-05
FULL,16,2130,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.0005765027866242038
NONE,16,1830,1024,nvidia/Qwen3-8B-FP8_prefill-all,2.749362521701389e-05
FULL,16,1830,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.0006085378086419752
NONE,16,1530,1024,nvidia/Qwen3-8B-FP8_prefill-all,3.2413058810763886e-05
FULL,16,1530,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.0006952664085545724
NONE,16,1230,1024,nvidia/Qwen3-8B-FP8_prefill-all,3.993021647135417e-05
FULL,16,1230,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.0008494734432234433
NONE,16,930,1024,nvidia/Qwen3-8B-FP8_prefill-all,5.3411865234375006e-05
FULL,16,930,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.0009980545343137254
NONE,16,2430,512,nvidia/Qwen3-8B-FP8_prefill-all,2.29736328125e-05
FULL,16,2430,512,nvidia/Qwen3-8B-FP8_decoding-all,0.0005153211805555555
NONE,16,2130,512,nvidia/Qwen3-8B-FP8_prefill-all,2.4205525716145834e-05
FULL,16,2130,512,nvidia/Qwen3-8B-FP8_decoding-all,0.0005258957006369426
NONE,16,1830,512,nvidia/Qwen3-8B-FP8_prefill-all,2.7502441406249997e-05
FULL,16,1830,512,nvidia/Qwen3-8B-FP8_decoding-all,0.0005569984567901235
NONE,16,1530,512,nvidia/Qwen3-8B-FP8_prefill-all,3.240424262152778e-05
FULL,16,1530,512,nvidia/Qwen3-8B-FP8_decoding-all,0.0006373939896755162
NONE,16,1230,512,nvidia/Qwen3-8B-FP8_prefill-all,4.002685546875e-05
FULL,16,1230,512,nvidia/Qwen3-8B-FP8_decoding-all,0.0007772149725274725
NONE,16,930,512,nvidia/Qwen3-8B-FP8_prefill-all,5.270182291666666e-05
FULL,16,930,512,nvidia/Qwen3-8B-FP8_decoding-all,0.0009190870098039215
NONE,16,2430,256,nvidia/Qwen3-8B-FP8_prefill-all,2.319539388020833e-05
FULL,16,2430,256,nvidia/Qwen3-8B-FP8_decoding-all,0.00049275
NONE,16,2130,256,nvidia/Qwen3-8B-FP8_prefill-all,2.5421549479166668e-05
FULL,16,2130,256,nvidia/Qwen3-8B-FP8_decoding-all,0.0005026160714285715
NONE,16,1830,256,nvidia/Qwen3-8B-FP8_prefill-all,2.7749746817129627e-05
FULL,16,1830,256,nvidia/Qwen3-8B-FP8_decoding-all,0.000533704861111111
NONE,16,1530,256,nvidia/Qwen3-8B-FP8_prefill-all,3.265438988095238e-05
FULL,16,1530,256,nvidia/Qwen3-8B-FP8_decoding-all,0.0006115125000000001
NONE,16,1230,256,nvidia/Qwen3-8B-FP8_prefill-all,4.0365939670138884e-05
FULL,16,1230,256,nvidia/Qwen3-8B-FP8_decoding-all,0.0007455754950495049
NONE,16,930,256,nvidia/Qwen3-8B-FP8_prefill-all,5.3306070963541664e-05
FULL,16,930,256,nvidia/Qwen3-8B-FP8_decoding-all,0.000886424067982456
NONE,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,5.446650187174479e-05
FULL,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0012022552083333334
NONE,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,6.03179931640625e-05
FULL,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0012196180555555556
NONE,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,6.976191202799479e-05
FULL,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0012663541666666667
NONE,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,8.276443481445313e-05
FULL,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0014655493951612904
NONE,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.0001017865498860677
FULL,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0018089166666666668
NONE,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.00014306386311848957
FULL,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0021059621710526315
NONE,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,5.03082275390625e-05
FULL,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0008075040064102565
NONE,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,5.578867594401042e-05
FULL,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0008242256637168142
NONE,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,6.44800821940104e-05
FULL,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0008676063144329896
NONE,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,7.643025716145835e-05
FULL,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0010056069958847736
NONE,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,9.394073486328125e-05
FULL,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0012381971153846156
NONE,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.00013248189290364582
FULL,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0014391741071428572
NONE,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,4.824083116319444e-05
FULL,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0005988923611111111
NONE,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,5.3512064615885415e-05
FULL,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0006140108142493639
NONE,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,6.188863118489583e-05
FULL,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0006528273809523809
NONE,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,7.321573893229167e-05
FULL,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0007598071808510639
NONE,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,9.004923502604167e-05
FULL,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0009356388888888891
NONE,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.00012723286946614583
FULL,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0010916575292397662
NONE,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,4.738932291666667e-05
FULL,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.000499056712962963
NONE,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,5.233917236328125e-05
FULL,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0005137539808917197
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,6.053670247395834e-05
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0005515084876543209
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,7.157864040798612e-05
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0006430355825958702
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,8.805338541666667e-05
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0007914033882783884
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.00012467244466145833
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.000922794117647059
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,4.692220052083334e-05
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.00044965567129629625
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,5.16876220703125e-05
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.00046446722399150745
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,5.977105034722223e-05
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.000499494598765432
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,7.065836588541666e-05
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0005855134587020648
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,8.694661458333334e-05
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.000720106456043956
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.0001235066731770833
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0008435623468137254
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,4.6401638454861115e-05
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0004268541666666667
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,5.111083984375001e-05
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0004416755952380953
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,5.9112774884259256e-05
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0004766041666666667
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,6.994861421130953e-05
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.0005593416666666667
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,8.605278862847223e-05
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.000688381806930693
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.00012204182942708332
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.000806931880482456
NONE,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,4.891103108723959e-05
FULL,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.00106209375
NONE,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,5.410257975260417e-05
FULL,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.0010794121168582376
NONE,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,6.247507731119792e-05
