cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,total_energy_based_j_per_token
FULL,16,1530,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.2379619984567901
NONE,16,1230,4096,nvidia/Qwen3-8B-NVFP4_prefill-all,0.00865870157877604
FULL,16,1230,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.23628229166666664
NONE,16,930,4096,nvidia/Qwen3-8B-NVFP4_prefill-all,0.00851732889811198
FULL,16,930,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.24676806972789117
NONE,16,2430,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.010685645209418402
FULL,16,2430,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.21359690972222223
NONE,16,2130,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.009096715291341146
FULL,16,2130,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.19453900286259543
NONE,16,1830,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.008289159138997396
FULL,16,1830,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.17700427827380955
NONE,16,1530,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007629740397135417
FULL,16,1530,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.1725189494680851
NONE,16,1230,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.0076305643717447915
FULL,16,1230,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.1693228472222222
NONE,16,930,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.0076182250976562504
FULL,16,930,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.18296271929824562
NONE,16,2430,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.01006141357421875
FULL,16,2430,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.17130410879629632
NONE,16,2130,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.008520345052083333
FULL,16,2130,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.16212095276008492
NONE,16,1830,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007846476236979167
FULL,16,1830,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.14479212962962965
NONE,16,1530,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007549784342447917
FULL,16,1530,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.1427182429941003
NONE,16,1230,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.00784002685546875
FULL,16,1230,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.14027518315018314
NONE,16,930,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.0069755859375
FULL,16,930,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.1514375382965686
NONE,16,2430,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.010030118815104166
FULL,16,2430,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.1502125
NONE,16,2130,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.008476053873697917
FULL,16,2130,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.13881213508492568
NONE,16,1830,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.006844875759548611
FULL,16,1830,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.12752241512345677
NONE,16,1530,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007248345269097222
FULL,16,1530,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.1261743639380531
NONE,16,1230,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007256998697916667
FULL,16,1230,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.12524925595238096
NONE,16,930,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007304972330729166
FULL,16,930,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.13466429227941176
NONE,16,2430,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.009092536078559027
FULL,16,2430,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.13898609374999998
NONE,16,2130,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007946305338541666
FULL,16,2130,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.12982931547619048
NONE,16,1830,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.0071609429253472225
FULL,16,1830,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.119516875
NONE,16,1530,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007056187220982143
FULL,16,1530,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.11755437499999999
NONE,16,1230,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.006757175021701389
FULL,16,1230,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.11940609529702971
NONE,16,930,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.0058945312500000005
FULL,16,930,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.12663072231359648
NONE,16,2430,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.01861620076497396
FULL,16,2430,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.45593343750000004
NONE,16,2130,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.017656148274739585
FULL,16,2130,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.389541726532567
NONE,16,1830,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.015871996561686197
FULL,16,1830,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.35829055555555556
NONE,16,1530,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.013553965250651043
FULL,16,1530,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.3672120295698925
NONE,16,1230,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.013169878641764323
FULL,16,1230,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.37232145833333335
NONE,16,930,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.014165072123209636
FULL,16,930,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.3759559347587719
NONE,16,2430,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.01586932881673177
FULL,16,2430,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.29802203525641024
NONE,16,2130,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.015221033732096356
FULL,16,2130,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.2564125184365782
NONE,16,1830,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.01399244181315104
FULL,16,1830,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.23613294673539517
NONE,16,1530,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.011903457641601563
FULL,16,1530,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.24969245113168725
NONE,16,1230,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.011655527750651042
FULL,16,1230,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.24372139423076924
NONE,16,930,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.012404830932617189
FULL,16,930,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.24940151998299318
NONE,16,2430,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.014842091878255208
FULL,16,2430,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.21888385416666664
NONE,16,2130,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.014889551798502605
FULL,16,2130,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.18893877226463104
NONE,16,1830,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.01323603312174479
FULL,16,1830,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.17612034970238094
NONE,16,1530,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.01146673583984375
FULL,16,1530,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.1828224179964539
NONE,16,1230,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.010842956542968749
FULL,16,1230,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.18199555555555555
NONE,16,930,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.011655161539713542
FULL,16,930,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.18384950657894736
NONE,16,2430,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.013918216959635417
FULL,16,2430,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.18245787037037037
NONE,16,2130,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.013149169921875
FULL,16,2130,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.15795309182590234
NONE,16,1830,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.01187106662326389
FULL,16,1830,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.15281520061728393
NONE,16,1530,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.010211527506510417
FULL,16,1530,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.1516733499262537
NONE,16,1230,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.010905192057291666
FULL,16,1230,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.15075103021978023
NONE,16,930,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.010496704101562499
FULL,16,930,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.15382908241421567
NONE,16,2430,512,nvidia/Qwen3-8B-FP8_prefill-all,0.013678076171875
FULL,16,2430,512,nvidia/Qwen3-8B-FP8_decoding-all,0.17169210069444446
NONE,16,2130,512,nvidia/Qwen3-8B-FP8_prefill-all,0.012702911376953126
FULL,16,2130,512,nvidia/Qwen3-8B-FP8_decoding-all,0.14703878052016986
NONE,16,1830,512,nvidia/Qwen3-8B-FP8_prefill-all,0.01128293185763889
FULL,16,1830,512,nvidia/Qwen3-8B-FP8_decoding-all,0.14070347222222224
NONE,16,1530,512,nvidia/Qwen3-8B-FP8_prefill-all,0.009953559027777777
FULL,16,1530,512,nvidia/Qwen3-8B-FP8_decoding-all,0.13630047013274338
NONE,16,1230,512,nvidia/Qwen3-8B-FP8_prefill-all,0.009588724772135416
FULL,16,1230,512,nvidia/Qwen3-8B-FP8_decoding-all,0.1336899610805861
NONE,16,930,512,nvidia/Qwen3-8B-FP8_prefill-all,0.010435465494791666
FULL,16,930,512,nvidia/Qwen3-8B-FP8_decoding-all,0.13702772671568628
NONE,16,2430,256,nvidia/Qwen3-8B-FP8_prefill-all,0.013673875596788196
FULL,16,2430,256,nvidia/Qwen3-8B-FP8_decoding-all,0.16273127604166668
NONE,16,2130,256,nvidia/Qwen3-8B-FP8_prefill-all,0.012234700520833334
FULL,16,2130,256,nvidia/Qwen3-8B-FP8_decoding-all,0.13912139880952382
NONE,16,1830,256,nvidia/Qwen3-8B-FP8_prefill-all,0.011235532407407408
FULL,16,1830,256,nvidia/Qwen3-8B-FP8_decoding-all,0.13034555555555558
NONE,16,1530,256,nvidia/Qwen3-8B-FP8_prefill-all,0.009974830264136906
FULL,16,1530,256,nvidia/Qwen3-8B-FP8_decoding-all,0.12792425
NONE,16,1230,256,nvidia/Qwen3-8B-FP8_prefill-all,0.01024594455295139
FULL,16,1230,256,nvidia/Qwen3-8B-FP8_decoding-all,0.12619827764026403
NONE,16,930,256,nvidia/Qwen3-8B-FP8_prefill-all,0.010389506022135417
FULL,16,930,256,nvidia/Qwen3-8B-FP8_decoding-all,0.12869133771929825
NONE,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.032794865926106774
FULL,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.4484917708333333
NONE,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.027442835489908852
FULL,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.3803930795019157
NONE,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02460956064860026
FULL,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.34775930555555556
NONE,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.021270759582519533
FULL,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.36881804435483867
NONE,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.022289637247721355
FULL,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.36554437500000003
NONE,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.022541310628255207
FULL,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.37025726425438593
NONE,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.03021397908528646
FULL,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.28849615384615385
NONE,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.025646341959635416
FULL,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.24768906710914454
NONE,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.022781580607096355
FULL,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.23086587199312714
NONE,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.019857869466145834
FULL,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.24004957561728396
NONE,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02098652648925781
FULL,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.23907852564102564
NONE,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02112965393066406
FULL,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.2431079931972789
NONE,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.028896097819010418
FULL,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.20975569444444445
NONE,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.024547027587890624
FULL,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.17878840648854963
NONE,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.021864888509114583
FULL,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1652646484375
NONE,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.019470296223958333
FULL,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.17725576241134752
NONE,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.020382873535156252
FULL,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.17634249999999999
NONE,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02067957560221354
FULL,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1757620157163743
NONE,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.028570686848958336
FULL,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.17005700231481483
NONE,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02413817850748698
FULL,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.14630297903397027
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.021916876898871528
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1383957561728395
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.018981669108072915
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.14378452249262536
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02017486572265625
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.14402306547619048
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.020988382975260417
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1443489200367647
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.0278393310546875
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.14897285879629632
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.024020792643229167
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12868832935244162
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.021889906141493054
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1287773148148148
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.01912160915798611
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1282505070058997
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.020883951822916667
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12759947344322345
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02025944010416667
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12983762254901962
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02768132866753472
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.143248359375
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.023950406901041665
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.11863318452380951
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02176313838252315
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.11847524305555555
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.01908319382440476
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.11938320833333334
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02012448459201389
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12830007219471948
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.020410624186197917
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1218467653508772
NONE,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02941398366292318
FULL,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.40157604166666666
NONE,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02450574493408203
FULL,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.3419276221264368
NONE,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.022158007303873697
FULL,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.30975715277777777
NONE,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.01896161397298177
FULL,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.3307268985215054
NONE,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02000281778971354
FULL,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.3245238541666667
NONE,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02018376922607422
FULL,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.33034971217105263
NONE,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.027020759582519534
FULL,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.24461410256410257
