cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,power_based_j_per_token
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-all,0.2476411198789062
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-all,0.021651450637044274
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-all,0.2137746552840909
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-all,0.019710982129087094
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-all,0.19886711300173615
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-all,0.01711484129942233
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-all,0.20422141656361112
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-all,0.016331131245358312
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-all,0.2120055580423772
NONE,16,930,256,Qwen/Qwen3-8B_prefill-all,0.018124340513328268
FULL,16,930,256,Qwen/Qwen3-8B_decoding-all,0.21446906845337632
NONE,16,2430,8192,nvidia/Qwen3-8B-NVFP4_prefill-all,0.014490797825431825
FULL,16,2430,8192,nvidia/Qwen3-8B-NVFP4_decoding-all,0.4284820986666666
NONE,16,2130,8192,nvidia/Qwen3-8B-NVFP4_prefill-all,0.01238591227053474
FULL,16,2130,8192,nvidia/Qwen3-8B-NVFP4_decoding-all,0.3706625013972701
NONE,16,1830,8192,nvidia/Qwen3-8B-NVFP4_prefill-all,0.011172033087961298
FULL,16,1830,8192,nvidia/Qwen3-8B-NVFP4_decoding-all,0.35736377437345684
NONE,16,1530,8192,nvidia/Qwen3-8B-NVFP4_prefill-all,0.009724771562125464
FULL,16,1530,8192,nvidia/Qwen3-8B-NVFP4_decoding-all,0.3632032402049731
NONE,16,1230,8192,nvidia/Qwen3-8B-NVFP4_prefill-all,0.010449754835197255
FULL,16,1230,8192,nvidia/Qwen3-8B-NVFP4_decoding-all,0.36102338824218744
NONE,16,930,8192,nvidia/Qwen3-8B-NVFP4_prefill-all,0.010094989921480066
FULL,16,930,8192,nvidia/Qwen3-8B-NVFP4_decoding-all,0.37446026346673983
NONE,16,2430,4096,nvidia/Qwen3-8B-NVFP4_prefill-all,0.011917088136931481
FULL,16,2430,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.2798263905032051
NONE,16,2130,4096,nvidia/Qwen3-8B-NVFP4_prefill-all,0.010175890870793661
FULL,16,2130,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.24701931578068664
NONE,16,1830,4096,nvidia/Qwen3-8B-NVFP4_prefill-all,0.009232438201056585
FULL,16,1830,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.24076662217837197
NONE,16,1530,4096,nvidia/Qwen3-8B-NVFP4_prefill-all,0.00834670195292155
FULL,16,1530,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.23767473412762205
NONE,16,1230,4096,nvidia/Qwen3-8B-NVFP4_prefill-all,0.008566873921064899
FULL,16,1230,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.23590376113080927
NONE,16,930,4096,nvidia/Qwen3-8B-NVFP4_prefill-all,0.008465625813155402
FULL,16,930,4096,nvidia/Qwen3-8B-NVFP4_decoding-all,0.24730525276360543
NONE,16,2430,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.01068152637969971
FULL,16,2430,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.21364191580594138
NONE,16,2130,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.009161190024675641
FULL,16,2130,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.19440026485645057
NONE,16,1830,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.008324637259038292
FULL,16,1830,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.17590959870954243
NONE,16,1530,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007837234189046223
FULL,16,1530,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.17366642595024379
NONE,16,1230,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007764321471489801
FULL,16,1230,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.17202472369804067
NONE,16,930,2048,nvidia/Qwen3-8B-NVFP4_prefill-all,0.00764336865960984
FULL,16,930,2048,nvidia/Qwen3-8B-NVFP4_decoding-all,0.18209094659630848
NONE,16,2430,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.009949802158813477
FULL,16,2430,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.17256864072112912
NONE,16,2130,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.008609632489958266
FULL,16,2130,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.15936573047787284
NONE,16,1830,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007756853027343751
FULL,16,1830,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.14358798074524176
NONE,16,1530,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007327322695050921
FULL,16,1530,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.14167890519911508
NONE,16,1230,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.00691449274380154
FULL,16,1230,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.14084642061512706
NONE,16,930,1024,nvidia/Qwen3-8B-NVFP4_prefill-all,0.006656694495646158
FULL,16,930,1024,nvidia/Qwen3-8B-NVFP4_decoding-all,0.15041804937343026
NONE,16,2430,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.008525728663208009
FULL,16,2430,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.14990363356614103
NONE,16,2130,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.006160933630371095
FULL,16,2130,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.13952426108636876
NONE,16,1830,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.005359339118335866
FULL,16,1830,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.12661151577256943
NONE,16,1530,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.004781449823337131
FULL,16,1530,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.12522615923787794
NONE,16,1230,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.0046865441406249994
FULL,16,1230,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.1250340500708276
NONE,16,930,512,nvidia/Qwen3-8B-NVFP4_prefill-all,0.0045636889282226565
FULL,16,930,512,nvidia/Qwen3-8B-NVFP4_decoding-all,0.13473029531662425
NONE,16,2430,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.007692124780635128
FULL,16,2430,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.13926993344907407
NONE,16,2130,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.0061264469360351554
FULL,16,2130,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.1297287637380539
NONE,16,1830,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.006409251617356288
FULL,16,1830,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.11834586375217014
NONE,16,1530,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.005135557436988468
FULL,16,1530,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.11720849733125001
NONE,16,1230,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.004831628653293185
FULL,16,1230,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.11727956464070236
NONE,16,930,256,nvidia/Qwen3-8B-NVFP4_prefill-all,0.0045174271647135415
FULL,16,930,256,nvidia/Qwen3-8B-NVFP4_decoding-all,0.12665271050061677
NONE,16,2430,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.018461353672522895
FULL,16,2430,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.4549456752276515
NONE,16,2130,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.01768980818198068
FULL,16,2130,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.390320888610978
NONE,16,1830,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.01589280057185491
FULL,16,1830,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.35610731664940204
NONE,16,1530,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.013694616499959013
FULL,16,1530,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.3656482188665574
NONE,16,1230,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.013246322267547309
FULL,16,1230,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.3699941268307292
NONE,16,930,8192,nvidia/Qwen3-8B-FP8_prefill-all,0.01410897419291949
FULL,16,930,8192,nvidia/Qwen3-8B-FP8_decoding-all,0.375868816482161
NONE,16,2430,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.015897236295149057
FULL,16,2430,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.2972307848239405
NONE,16,2130,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.015334689993693034
FULL,16,2130,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.2559356469385678
NONE,16,1830,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.013780686593720408
FULL,16,1830,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.23847795074165054
NONE,16,1530,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.011937403661222541
FULL,16,1530,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.2479463027436756
NONE,16,1230,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.011559658167317707
FULL,16,1230,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.24550415749828297
NONE,16,930,4096,nvidia/Qwen3-8B-FP8_prefill-all,0.012421669825744629
FULL,16,930,4096,nvidia/Qwen3-8B-FP8_decoding-all,0.2485296482430732
NONE,16,2430,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.01474520709494566
FULL,16,2430,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.21995096272511572
NONE,16,2130,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.01450022215525309
FULL,16,2130,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.18992673455440917
NONE,16,1830,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.013121116589253743
FULL,16,1830,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.17883422529031143
NONE,16,1530,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.011322591357421875
FULL,16,1530,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.18290251898983662
NONE,16,1230,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.011257483556783769
FULL,16,1230,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.1817268980456349
NONE,16,930,2048,nvidia/Qwen3-8B-FP8_prefill-all,0.011759380239257813
FULL,16,930,2048,nvidia/Qwen3-8B-FP8_decoding-all,0.18404839021007774
NONE,16,2430,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.013912102783532347
FULL,16,2430,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.18208181989197533
NONE,16,2130,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.013039703487876609
FULL,16,2130,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.1578142058179074
NONE,16,1830,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.011795418966759575
FULL,16,1830,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.1526469316589506
NONE,16,1530,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.010172248126823519
FULL,16,1530,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.1514774428071007
NONE,16,1230,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.010676465248035248
FULL,16,1230,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.1497357109072475
NONE,16,930,1024,nvidia/Qwen3-8B-FP8_prefill-all,0.01059230157301161
FULL,16,930,1024,nvidia/Qwen3-8B-FP8_decoding-all,0.15330153880904634
NONE,16,2430,512,nvidia/Qwen3-8B-FP8_prefill-all,0.013706624008382158
FULL,16,2430,512,nvidia/Qwen3-8B-FP8_decoding-all,0.17206110307436343
NONE,16,2130,512,nvidia/Qwen3-8B-FP8_prefill-all,0.01182470033996582
FULL,16,2130,512,nvidia/Qwen3-8B-FP8_decoding-all,0.14668839388216323
NONE,16,1830,512,nvidia/Qwen3-8B-FP8_prefill-all,0.01018816482543945
FULL,16,1830,512,nvidia/Qwen3-8B-FP8_decoding-all,0.13827394297012788
NONE,16,1530,512,nvidia/Qwen3-8B-FP8_prefill-all,0.009103278041992187
FULL,16,1530,512,nvidia/Qwen3-8B-FP8_decoding-all,0.13515077633138434
NONE,16,1230,512,nvidia/Qwen3-8B-FP8_prefill-all,0.008834704308573405
FULL,16,1230,512,nvidia/Qwen3-8B-FP8_decoding-all,0.13384531578648284
NONE,16,930,512,nvidia/Qwen3-8B-FP8_prefill-all,0.008717728416612412
FULL,16,930,512,nvidia/Qwen3-8B-FP8_decoding-all,0.1377508156613121
NONE,16,2430,256,nvidia/Qwen3-8B-FP8_prefill-all,0.013158588060134806
FULL,16,2430,256,nvidia/Qwen3-8B-FP8_decoding-all,0.1630004970658999
NONE,16,2130,256,nvidia/Qwen3-8B-FP8_prefill-all,0.011542862804303852
FULL,16,2130,256,nvidia/Qwen3-8B-FP8_decoding-all,0.13826535438690474
NONE,16,1830,256,nvidia/Qwen3-8B-FP8_prefill-all,0.010644117865216289
FULL,16,1830,256,nvidia/Qwen3-8B-FP8_decoding-all,0.13064682740972222
NONE,16,1530,256,nvidia/Qwen3-8B-FP8_prefill-all,0.008928980481925844
FULL,16,1530,256,nvidia/Qwen3-8B-FP8_decoding-all,0.12748166898511903
NONE,16,1230,256,nvidia/Qwen3-8B-FP8_prefill-all,0.009207942758065683
FULL,16,1230,256,nvidia/Qwen3-8B-FP8_decoding-all,0.12629767236562942
NONE,16,930,256,nvidia/Qwen3-8B-FP8_prefill-all,0.00860063907409668
FULL,16,930,256,nvidia/Qwen3-8B-FP8_decoding-all,0.13033060811933064
NONE,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.032962294276733396
FULL,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.4488388838473958
NONE,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.027478977791445477
FULL,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.38031938198169435
NONE,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02476148569101404
FULL,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.34692051967274307
NONE,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.021330613107362183
FULL,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.36584683039209515
NONE,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.022390541918754576
FULL,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.36301169243489584
NONE,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.022616204568718806
FULL,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.3701630775788631
NONE,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.030201163480577567
FULL,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.29111370007122506
NONE,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02515793531242504
FULL,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.24779017205590897
NONE,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.022937890509662936
FULL,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.22906311261544243
NONE,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.019751069562154135
FULL,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.24074587577711637
NONE,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02084087448730469
FULL,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.23831347732257327
NONE,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.021075754172673305
FULL,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.2424805372762623
NONE,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02894009175142359
FULL,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.20926029439019095
NONE,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.024395568790944417
FULL,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1794332541200927
NONE,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.022231501638648624
FULL,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.16581239237838363
NONE,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.019129741808456027
FULL,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.17585094541843443
NONE,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02027438125386556
FULL,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.17409049905406745
NONE,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02052391330624535
FULL,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.17752121635690787
NONE,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02846086601157634
FULL,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.17058172504123267
NONE,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.024151849778804076
FULL,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.14582597271051334
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02200346980996308
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.13818071608686067
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.0191392631090329
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1438967012214233
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.0203532220300293
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.14298789694967728
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.020417602811131332
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.14517608322383996
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.0281802626813373
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1503492026678241
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.023906075908960416
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12808787646329364
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.021945985742696128
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.1275653288982584
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.0191894407297092
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12754989277670228
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02015132647450765
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12635157796092794
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.020554652631971572
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12956007747608592
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.027850413392808707
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.14129904463750928
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.023902366490515508
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12035187699022108
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02194099022451073
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.11935529182440476
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.019159304281338777
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.11998894825803573
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.02029039514776673
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.11888922250842272
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,0.020469014369506836
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,0.12176963309039199
NONE,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02913570951085091
FULL,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.40178278913831017
NONE,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02467157507166545
FULL,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.34085447665604046
NONE,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.022190055838483172
FULL,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.3102498297147817
NONE,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.019022177593317775
FULL,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.32610909151065665
NONE,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02006259194705053
FULL,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.32277424699107143
NONE,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.020233657284936906
FULL,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.32976869447673696
NONE,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02685416302724378
FULL,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.2439893151747796
