cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,power_based_j_per_token
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-all,0.23291697930848088
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-all,0.01880887980711922
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-all,0.23329887437146635
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-all,0.02051212411849845
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-all,0.2312651768827161
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-all,0.022748627247111002
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-all,0.23741356637199024
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-all,0.024339174917207607
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-all,0.2812078564306038
NONE,16,930,512,Qwen/Qwen3-8B_prefill-all,0.019054734427897135
FULL,16,930,512,Qwen/Qwen3-8B_decoding-all,0.2222724511209953
NONE,16,1230,512,Qwen/Qwen3-8B_prefill-all,0.0185303438499814
FULL,16,1230,512,Qwen/Qwen3-8B_decoding-all,0.21745432404036938
NONE,16,1530,512,Qwen/Qwen3-8B_prefill-all,0.01955460282321506
FULL,16,1530,512,Qwen/Qwen3-8B_decoding-all,0.217134134668961
NONE,16,1830,512,Qwen/Qwen3-8B_prefill-all,0.020016912102980837
FULL,16,1830,512,Qwen/Qwen3-8B_decoding-all,0.21930742872942388
NONE,16,2130,512,Qwen/Qwen3-8B_prefill-all,0.022016985046005254
FULL,16,2130,512,Qwen/Qwen3-8B_decoding-all,0.21966013702129775
NONE,16,2430,512,Qwen/Qwen3-8B_prefill-all,0.024080741135073067
FULL,16,2430,512,Qwen/Qwen3-8B_decoding-all,0.2593550765548716
NONE,16,930,256,Qwen/Qwen3-8B_prefill-all,0.018075523190025044
FULL,16,930,256,Qwen/Qwen3-8B_decoding-all,0.2140828094359923
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-all,0.017817630790337453
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-all,0.20980569931930693
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-all,0.018450703159877232
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-all,0.20955903727430553
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-all,0.019381781728425203
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-all,0.2113276713951389
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-all,0.02137457972688802
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-all,0.21161093485579008
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,0.02392741060692373
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-all,0.24973761412326387
