cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,latency_sec_per_token
FULL,128,1530,1000,Qwen/Qwen3-1.7B_decoding-all,0.00012543364025297617
FULL,64,1530,1000,Qwen/Qwen3-1.7B_decoding-all,0.00015475590058016875
FULL,32,1530,1000,Qwen/Qwen3-1.7B_decoding-all,0.000226058950958702
FULL,16,1530,1000,Qwen/Qwen3-1.7B_decoding-all,0.00035720777404921704
FULL,8,1530,1000,Qwen/Qwen3-1.7B_decoding-all,0.0006208477608494921
FULL,4,1530,1000,Qwen/Qwen3-1.7B_decoding-all,0.0011499480609418282
FULL,2,1530,1000,Qwen/Qwen3-1.7B_decoding-all,0.0022194136657433055
FULL,1,1530,1000,Qwen/Qwen3-1.7B_decoding-all,0.004082900165016501
FULL,128,1830,1000,Qwen/Qwen3-1.7B_decoding-all,0.00010750932835820895
FULL,64,1830,1000,Qwen/Qwen3-1.7B_decoding-all,0.00013367366622574957
FULL,32,1830,1000,Qwen/Qwen3-1.7B_decoding-all,0.000195108024691358
FULL,16,1830,1000,Qwen/Qwen3-1.7B_decoding-all,0.00030948180009363296
FULL,8,1830,1000,Qwen/Qwen3-1.7B_decoding-all,0.0005324435763888888
FULL,4,1830,1000,Qwen/Qwen3-1.7B_decoding-all,0.0009830198688271603
FULL,2,1830,1000,Qwen/Qwen3-1.7B_decoding-all,0.0018985146604938274
FULL,1,1830,1000,Qwen/Qwen3-1.7B_decoding-all,0.0034708074534161495
FULL,128,2130,1000,Qwen/Qwen3-1.7B_decoding-all,0.00010305029714209402
FULL,64,2130,1000,Qwen/Qwen3-1.7B_decoding-all,0.00012851265220700155
FULL,32,2130,1000,Qwen/Qwen3-1.7B_decoding-all,0.0001844786690552017
FULL,16,2130,1000,Qwen/Qwen3-1.7B_decoding-all,0.0002888096316425121
FULL,8,2130,1000,Qwen/Qwen3-1.7B_decoding-all,0.0004921252490039841
FULL,4,2130,1000,Qwen/Qwen3-1.7B_decoding-all,0.0009033740039840637
FULL,2,2130,1000,Qwen/Qwen3-1.7B_decoding-all,0.0017460325365205845
FULL,1,2130,1000,Qwen/Qwen3-1.7B_decoding-all,0.0032049080664294195
FULL,128,2430,1000,Qwen/Qwen3-1.7B_decoding-all,0.00010162796585648149
FULL,64,2430,1000,Qwen/Qwen3-1.7B_decoding-all,0.00012604529797476759
FULL,32,2430,1000,Qwen/Qwen3-1.7B_decoding-all,0.00017923394097222223
FULL,16,2430,1000,Qwen/Qwen3-1.7B_decoding-all,0.00027665350877192983
FULL,8,2430,1000,Qwen/Qwen3-1.7B_decoding-all,0.00046712782118055564
FULL,4,2430,1000,Qwen/Qwen3-1.7B_decoding-all,0.0008575122974537038
FULL,2,2430,1000,Qwen/Qwen3-1.7B_decoding-all,0.0016925998263888885
FULL,1,2430,1000,Qwen/Qwen3-1.7B_decoding-all,0.003125361757105942
