model_name,sm_clock,curr_batch_size,curr_energy_per_token,prev_batch_size,prev_energy_per_token,abs_decrease,pct_decrease
JunHowie/Qwen3-8B-GPTQ-Int4,1822,16.0,0.08292604825925927,8.0,0.1383130067370701,0.05538695847781082,40.044649295420335
JunHowie/Qwen3-8B-GPTQ-Int4,1822,256.0,0.028838854578385205,16.0,0.08292604825925927,0.054087193680874064,65.22340665718971
JunHowie/Qwen3-8B-GPTQ-Int4,2115,64.0,0.041959696957105094,8.0,0.14363102257615823,0.10167132561905314,70.78646645792932
JunHowie/Qwen3-8B-GPTQ-Int4,2115,128.0,0.036519139926446835,64.0,0.041959696957105094,0.005440557030658259,12.96614948439708
JunHowie/Qwen3-8B-GPTQ-Int4,2122,256.0,0.032076771646169205,16.0,0.08177325501799099,0.04969648337182178,60.773517406012544
JunHowie/Qwen3-8B-GPTQ-Int4,2407,256.0,0.039716312498452186,64.0,0.05049199524502266,0.010775682746570474,21.34136845707777
JunHowie/Qwen3-8B-GPTQ-Int4,2415,512.0,0.038098906581340096,16.0,0.0972407498477443,0.05914184326640421,60.820019754070344
JunHowie/Qwen3-8B-GPTQ-Int8,330,16.0,0.14606463497686,8.0,0.2592459618924124,0.11318132691555238,43.65789387397396
JunHowie/Qwen3-8B-GPTQ-Int8,330,64.0,0.06745347482489987,16.0,0.14606463497686,0.07861116015196014,53.81943422815109
JunHowie/Qwen3-8B-GPTQ-Int8,330,128.0,0.055461224588127356,64.0,0.06745347482489987,0.011992250236772514,17.778550723891957
JunHowie/Qwen3-8B-GPTQ-Int8,330,256.0,0.0462175383006795,128.0,0.055461224588127356,0.009243686287447858,16.66693506336076
JunHowie/Qwen3-8B-GPTQ-Int8,330,512.0,0.043844574185162744,256.0,0.0462175383006795,0.002372964115516754,5.134336883281961
JunHowie/Qwen3-8B-GPTQ-Int8,630,16.0,0.1252208623093742,8.0,0.22755322774494519,0.10233236543557098,44.970737813603336
JunHowie/Qwen3-8B-GPTQ-Int8,630,64.0,0.051331107270484976,16.0,0.1252208623093742,0.07388975503888923,59.0075436921486
JunHowie/Qwen3-8B-GPTQ-Int8,630,128.0,0.04208182240925103,64.0,0.051331107270484976,0.009249284861233949,18.018868777748384
JunHowie/Qwen3-8B-GPTQ-Int8,630,256.0,0.03512736312436946,128.0,0.04208182240925103,0.006954459284881566,16.52604114253554
JunHowie/Qwen3-8B-GPTQ-Int8,630,512.0,0.033085784157429,256.0,0.03512736312436946,0.0020415789669404605,5.81193344832685
JunHowie/Qwen3-8B-GPTQ-Int8,930,16.0,0.1224181796699876,8.0,0.2227343692074892,0.10031618953750161,45.038486828250385
JunHowie/Qwen3-8B-GPTQ-Int8,930,128.0,0.03851144489134387,16.0,0.1224181796699876,0.08390673477864372,68.54107372355786
JunHowie/Qwen3-8B-GPTQ-Int8,930,256.0,0.03256247569915553,128.0,0.03851144489134387,0.00594896919218834,15.44727602138209
JunHowie/Qwen3-8B-GPTQ-Int8,930,512.0,0.03053560176008372,256.0,0.03256247569915553,0.002026873939071812,6.2245695253582225
JunHowie/Qwen3-8B-GPTQ-Int8,1230,16.0,0.1197284065665871,8.0,0.21766618296134793,0.09793777639476083,44.994484242943756
JunHowie/Qwen3-8B-GPTQ-Int8,1230,64.0,0.046996634868814564,16.0,0.1197284065665871,0.07273177169777253,60.74729780799569
JunHowie/Qwen3-8B-GPTQ-Int8,1230,128.0,0.037946025810034485,64.0,0.046996634868814564,0.00905060905878008,19.257993862845208
JunHowie/Qwen3-8B-GPTQ-Int8,1230,256.0,0.03193550676493883,128.0,0.037946025810034485,0.006010519045095655,15.83965360479523
JunHowie/Qwen3-8B-GPTQ-Int8,1230,512.0,0.030258742827357993,256.0,0.03193550676493883,0.0016767639375808371,5.2504691718927505
JunHowie/Qwen3-8B-GPTQ-Int8,1530,16.0,0.12067680632180933,8.0,0.21597566238939636,0.09529885606758703,44.1248124965889
JunHowie/Qwen3-8B-GPTQ-Int8,1530,128.0,0.037549443606942824,16.0,0.12067680632180933,0.08312736271486651,68.88429123090185
JunHowie/Qwen3-8B-GPTQ-Int8,1530,256.0,0.030839348137967633,128.0,0.037549443606942824,0.006710095468975191,17.870026355688815
JunHowie/Qwen3-8B-GPTQ-Int8,1530,512.0,0.02939183158144778,256.0,0.030839348137967633,0.001447516556519854,4.693732662713952
JunHowie/Qwen3-8B-GPTQ-Int8,1815,256.0,0.033336314796340596,128.0,0.03846571913440176,0.0051294043380611665,13.335001797675194
JunHowie/Qwen3-8B-GPTQ-Int8,1830,16.0,0.12205837234565277,8.0,0.21724067606795636,0.09518230372230359,43.814218149702796
JunHowie/Qwen3-8B-GPTQ-Int8,2115,256.0,0.03678071690733741,128.0,0.04290981059389947,0.006129093686562059,14.283665207866097
JunHowie/Qwen3-8B-GPTQ-Int8,2122,512.0,0.03504056802133117,64.0,0.051330034435065376,0.01628946641373421,31.734766191012515
JunHowie/Qwen3-8B-GPTQ-Int8,2130,16.0,0.12171129259258896,8.0,0.22910997990220616,0.1073986873096172,46.87647712049013
JunHowie/Qwen3-8B-GPTQ-Int8,2392,512.0,0.04314595551397794,256.0,0.04518131411969174,0.0020353586057137996,4.504868097288725
JunHowie/Qwen3-8B-GPTQ-Int8,2422,16.0,0.14461951751008179,8.0,0.2537785444923859,0.10915902698230412,43.01349714202463
Qwen/Qwen3-8B,330,16.0,0.270545750998915,8.0,0.5037453118606455,0.23319956086173055,46.293147622630805
Qwen/Qwen3-8B,330,64.0,0.080446095109269,16.0,0.270545750998915,0.19009965588964597,70.26525280391795
Qwen/Qwen3-8B,330,128.0,0.06074372071928339,64.0,0.080446095109269,0.019702374389985615,24.49139931928841
Qwen/Qwen3-8B,330,256.0,0.05097935087028396,128.0,0.06074372071928339,0.009764369848999428,16.074698311820207
Qwen/Qwen3-8B,330,512.0,0.04590938652567642,256.0,0.05097935087028396,0.00506996434460754,9.945133192276169
Qwen/Qwen3-8B,630,16.0,0.2185552092508688,8.0,0.4105935424158305,0.19203833316496172,46.77090926346669
Qwen/Qwen3-8B,630,64.0,0.0670894270754354,16.0,0.2185552092508688,0.15146578217543338,69.30321299346073
Qwen/Qwen3-8B,630,128.0,0.04617870875424398,64.0,0.0670894270754354,0.020910718321191422,31.16842583508635
Qwen/Qwen3-8B,630,256.0,0.038611938475637375,128.0,0.04617870875424398,0.0075667702786066035,16.38584205304613
Qwen/Qwen3-8B,630,512.0,0.03446859881517501,256.0,0.038611938475637375,0.004143339660462368,10.730721699136275
Qwen/Qwen3-8B,930,16.0,0.21384556682782596,8.0,0.40229221067491105,0.1884466438470851,46.84322461300829
Qwen/Qwen3-8B,930,64.0,0.06485779054529622,16.0,0.21384556682782596,0.14898777628252974,69.67073411556137
Qwen/Qwen3-8B,930,128.0,0.04235303911323467,64.0,0.06485779054529622,0.022504751432061557,34.69860943897618
Qwen/Qwen3-8B,930,256.0,0.035507782839998746,128.0,0.04235303911323467,0.006845256273235921,16.162373271336
Qwen/Qwen3-8B,930,512.0,0.03149964428238743,256.0,0.035507782839998746,0.004008138557611313,11.28805641194874
Qwen/Qwen3-8B,1230,16.0,0.2096262740705237,8.0,0.3935679588582228,0.18394168478769912,46.736956260700445
Qwen/Qwen3-8B,1230,64.0,0.06379915992803004,16.0,0.2096262740705237,0.14582711414249366,69.56528459473246
Qwen/Qwen3-8B,1230,128.0,0.041780382395793125,64.0,0.06379915992803004,0.02201877753223691,34.512644926791594
Qwen/Qwen3-8B,1230,256.0,0.03399320718107533,128.0,0.041780382395793125,0.0077871752147177925,18.63835314131037
Qwen/Qwen3-8B,1230,512.0,0.03064192415696073,256.0,0.03399320718107533,0.0033512830241146027,9.85868443145996
Qwen/Qwen3-8B,1530,16.0,0.2093710412180386,8.0,0.3924242972720232,0.18305325605398462,46.64676915433057
Qwen/Qwen3-8B,1530,64.0,0.0649633459683493,16.0,0.2093710412180386,0.1444076952496893,68.9721436210003
Qwen/Qwen3-8B,1530,128.0,0.04062545006046407,64.0,0.0649633459683493,0.024337895907885224,37.46404306167182
Qwen/Qwen3-8B,1830,16.0,0.20463373518583966,8.0,0.3932578393056548,0.18862410411981512,47.96448672271969
Qwen/Qwen3-8B,1830,64.0,0.06526739797037394,16.0,0.20463373518583966,0.1393663372154657,68.10525991176338
Qwen/Qwen3-8B,1830,128.0,0.04189884931857628,64.0,0.06526739797037394,0.02336854865179766,35.80432096037454
Qwen/Qwen3-8B,2130,16.0,0.212497238625032,8.0,0.4120264081681017,0.1995291695430697,48.42630607833861
Qwen/Qwen3-8B,2130,64.0,0.06728485772508579,16.0,0.212497238625032,0.1452123808999462,68.33612607841215
Qwen/Qwen3-8B,2130,128.0,0.04547315228898659,64.0,0.06728485772508579,0.0218117054360992,32.416960031658284
Qwen/Qwen3-8B,2422,16.0,0.2497400449740043,8.0,0.4612522447418498,0.2115121997678455,45.856080307256406
Qwen/Qwen3-8B,2422,64.0,0.08000367116348654,16.0,0.2497400449740043,0.16973637381051776,67.96522112750712
Qwen/Qwen3-8B,2422,128.0,0.055108716623438116,64.0,0.08000367116348654,0.024894954540048427,31.11726521796217
nvidia/Qwen3-8B-FP8,330,16.0,0.16451413503509327,8.0,0.293814460509784,0.12930032547469072,44.007475074694305
nvidia/Qwen3-8B-FP8,330,64.0,0.052965513908017806,16.0,0.16451413503509327,0.11154862112707546,67.8048856429756
nvidia/Qwen3-8B-FP8,330,128.0,0.04242401220023827,64.0,0.052965513908017806,0.010541501707779538,19.902576091466543
nvidia/Qwen3-8B-FP8,330,256.0,0.035642814006732165,128.0,0.04242401220023827,0.006781198193506102,15.984339627047383
nvidia/Qwen3-8B-FP8,330,512.0,0.03231730444033362,256.0,0.035642814006732165,0.0033255095663985434,9.330098251418717
nvidia/Qwen3-8B-FP8,630,16.0,0.13357780246255432,8.0,0.2462338303296769,0.11265602786712259,45.751644977576795
nvidia/Qwen3-8B-FP8,630,64.0,0.04169754457380182,16.0,0.13357780246255432,0.09188025788875251,68.78407654184097
nvidia/Qwen3-8B-FP8,630,128.0,0.03194054475282873,64.0,0.04169754457380182,0.00975699982097309,23.399458938652522
nvidia/Qwen3-8B-FP8,630,256.0,0.0269720936438184,128.0,0.03194054475282873,0.004968451109010331,15.555311117761425
nvidia/Qwen3-8B-FP8,630,512.0,0.024145183797797794,256.0,0.0269720936438184,0.0028269098460206067,10.480869165558797
nvidia/Qwen3-8B-FP8,922,16.0,0.1283595672299388,8.0,0.23785762883493722,0.10949806160499842,46.03512703852996
nvidia/Qwen3-8B-FP8,922,64.0,0.040231653125631525,16.0,0.1283595672299388,0.08812791410430727,68.65706702363529
nvidia/Qwen3-8B-FP8,922,256.0,0.024837980168874455,64.0,0.040231653125631525,0.01539367295675707,38.26259117090514
nvidia/Qwen3-8B-FP8,930,16.0,0.12835208433044798,8.0,0.2377383478929862,0.10938626356253822,46.01119866946184
nvidia/Qwen3-8B-FP8,930,64.0,0.04030813622258738,16.0,0.12835208433044798,0.08804394810786059,68.59565122541184
nvidia/Qwen3-8B-FP8,930,512.0,0.02224980241505623,64.0,0.04030813622258738,0.01805833380753115,44.800716430574724
nvidia/Qwen3-8B-FP8,1230,16.0,0.125248414920519,8.0,0.2329582962014642,0.10770988128094519,46.2356924124294
nvidia/Qwen3-8B-FP8,1230,64.0,0.039658555348857136,16.0,0.125248414920519,0.08558985957166186,68.33608203822465
nvidia/Qwen3-8B-FP8,1230,128.0,0.028718843441638716,64.0,0.039658555348857136,0.01093971190721842,27.584746370580227
nvidia/Qwen3-8B-FP8,1230,256.0,0.024165693993016213,128.0,0.028718843441638716,0.004553149448622503,15.85422288287908
nvidia/Qwen3-8B-FP8,1230,512.0,0.02160017478989772,256.0,0.024165693993016213,0.002565519203118493,10.616368823754524
nvidia/Qwen3-8B-FP8,1530,16.0,0.12608182612071983,8.0,0.23246951557469414,0.10638768945397431,45.76414640473201
nvidia/Qwen3-8B-FP8,1530,64.0,0.04039524869331632,16.0,0.12608182612071983,0.08568657742740352,67.96108532355886
nvidia/Qwen3-8B-FP8,1530,512.0,0.021229209170753428,64.0,0.04039524869331632,0.019166039522562895,47.446271882301964
nvidia/Qwen3-8B-FP8,1830,16.0,0.12930237948803341,8.0,0.23827093786729026,0.10896855837925684,45.733046318871274
nvidia/Qwen3-8B-FP8,1830,64.0,0.04104458024897959,16.0,0.12930237948803341,0.08825779923905383,68.25690260960886
nvidia/Qwen3-8B-FP8,2130,16.0,0.13699599022409298,8.0,0.2659478445799395,0.1289518543558465,48.48764785423396
nvidia/Qwen3-8B-FP8,2130,64.0,0.041821164337596854,16.0,0.13699599022409298,0.09517482588649612,69.47270918719055
nvidia/Qwen3-8B-FP8,2422,16.0,0.15179547098098722,8.0,0.27899941561321234,0.12720394463222512,45.59290719396088
nvidia/Qwen3-8B-FP8,2422,64.0,0.049986599090259425,16.0,0.15179547098098722,0.10180887189072779,67.0697690996852
nvidia/Qwen3-8B-NVFP4,330,16.0,0.1906791134222636,8.0,0.36305524375591497,0.17237613033365137,47.479311564369326
nvidia/Qwen3-8B-NVFP4,330,64.0,0.056275754077141214,16.0,0.1906791134222636,0.13440335934512238,70.48667100076284
nvidia/Qwen3-8B-NVFP4,330,128.0,0.035801193250272145,64.0,0.056275754077141214,0.02047456082686907,36.382561482522505
nvidia/Qwen3-8B-NVFP4,330,256.0,0.027972369353140653,128.0,0.035801193250272145,0.007828823897131493,21.86749431060369
nvidia/Qwen3-8B-NVFP4,330,512.0,0.024637035636638112,256.0,0.027972369353140653,0.0033353337165025407,11.92367251552847
nvidia/Qwen3-8B-NVFP4,630,16.0,0.14121457373909396,8.0,0.2706834735263205,0.12946889978722653,47.830367366198786
nvidia/Qwen3-8B-NVFP4,630,64.0,0.04183350633017981,16.0,0.14121457373909396,0.09938106740891416,70.3759284735931
nvidia/Qwen3-8B-NVFP4,630,128.0,0.02620547470466242,64.0,0.04183350633017981,0.015628031625517385,37.3576900348009
nvidia/Qwen3-8B-NVFP4,630,256.0,0.020846828127669144,128.0,0.02620547470466242,0.005358646576993278,20.448576632881522
nvidia/Qwen3-8B-NVFP4,630,512.0,0.018548830757474523,256.0,0.020846828127669144,0.002297997370194621,11.023247067234093
nvidia/Qwen3-8B-NVFP4,922,128.0,0.02396985672895103,64.0,0.038050349499510416,0.014080492770559387,37.00489734198251
nvidia/Qwen3-8B-NVFP4,922,256.0,0.01935089463908841,128.0,0.02396985672895103,0.004618962089862618,19.2698777556054
nvidia/Qwen3-8B-NVFP4,922,512.0,0.017055089160365213,256.0,0.01935089463908841,0.002295805478723198,11.864079266318353
nvidia/Qwen3-8B-NVFP4,930,16.0,0.12707694569955771,8.0,0.24672268374401027,0.11964573804445255,48.49401612726953
nvidia/Qwen3-8B-NVFP4,930,64.0,0.03806153147553803,16.0,0.12707694569955771,0.08901541422401968,70.04843697965075
nvidia/Qwen3-8B-NVFP4,930,512.0,0.01724988871247071,64.0,0.03806153147553803,0.02081164276306732,54.678942113621645
nvidia/Qwen3-8B-NVFP4,1230,16.0,0.11781388160201026,8.0,0.22477877204380045,0.1069648904417902,47.586740273208264
nvidia/Qwen3-8B-NVFP4,1230,64.0,0.036176171664747694,16.0,0.11781388160201026,0.08163770993726256,69.29379528725211
nvidia/Qwen3-8B-NVFP4,1230,128.0,0.022931699119642452,64.0,0.036176171664747694,0.013244472545105242,36.61103963085037
nvidia/Qwen3-8B-NVFP4,1230,256.0,0.018789633330152062,128.0,0.022931699119642452,0.00414206578949039,18.06262051442341
nvidia/Qwen3-8B-NVFP4,1230,512.0,0.01707982082602871,256.0,0.018789633330152062,0.0017098125041233522,9.099765142194581
nvidia/Qwen3-8B-NVFP4,1522,256.0,0.019554426928072632,128.0,0.023491555233252626,0.003937128305179994,16.75976011842304
nvidia/Qwen3-8B-NVFP4,1530,16.0,0.11889158016382499,8.0,0.2262455888336794,0.10735400866985441,47.450210730417325
nvidia/Qwen3-8B-NVFP4,1530,64.0,0.03638067200567791,16.0,0.11889158016382499,0.08251090815814707,69.40012744758907
nvidia/Qwen3-8B-NVFP4,1530,512.0,0.01743636339885075,64.0,0.03638067200567791,0.01894430860682716,52.07245375750765
nvidia/Qwen3-8B-NVFP4,1815,256.0,0.019266632608780386,128.0,0.024097591465271097,0.0048309588564907115,20.047475962288512
nvidia/Qwen3-8B-NVFP4,1815,512.0,0.017289659020085262,256.0,0.019266632608780386,0.001976973588695124,10.261126730543237
nvidia/Qwen3-8B-NVFP4,1830,16.0,0.11926202137183887,8.0,0.22707597986788725,0.10781395849604837,47.47924397762128
nvidia/Qwen3-8B-NVFP4,2115,512.0,0.01887449519627769,128.0,0.02530516256046279,0.0064306673641851,25.412472055138984
nvidia/Qwen3-8B-NVFP4,2130,16.0,0.13193396350817815,8.0,0.24991941610044557,0.11798545259226742,47.209398306551606
nvidia/Qwen3-8B-NVFP4,2407,512.0,0.022996460791870905,256.0,0.024355293385986587,0.001358832594115681,5.579208480804089
nvidia/Qwen3-8B-NVFP4,2422,64.0,0.04186870061675878,16.0,0.13470914878839493,0.09284044817163616,68.91918552426802
