cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,total_energy_based_j_per_token
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-mlp,0.13582268211920528
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-mlp,0.012571851942274306
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-mlp,0.14916207612575508
NONE,16,930,4096,Qwen/Qwen3-8B_prefill-mlp,0.013943028767903647
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-mlp,0.15056520629084968
NONE,16,2430,2048,Qwen/Qwen3-8B_prefill-mlp,0.017797120836046006
FULL,16,2430,2048,Qwen/Qwen3-8B_decoding-mlp,0.18376278211805555
NONE,16,2130,2048,Qwen/Qwen3-8B_prefill-mlp,0.0170290283203125
FULL,16,2130,2048,Qwen/Qwen3-8B_decoding-mlp,0.15270774361718997
NONE,16,1830,2048,Qwen/Qwen3-8B_prefill-mlp,0.015476305643717448
FULL,16,1830,2048,Qwen/Qwen3-8B_decoding-mlp,0.13964086724806202
NONE,16,1530,2048,Qwen/Qwen3-8B_prefill-mlp,0.013237813313802083
FULL,16,1530,2048,Qwen/Qwen3-8B_decoding-mlp,0.1462684050772627
NONE,16,1230,2048,Qwen/Qwen3-8B_prefill-mlp,0.012884613037109376
FULL,16,1230,2048,Qwen/Qwen3-8B_decoding-mlp,0.14834822041460738
NONE,16,930,2048,Qwen/Qwen3-8B_prefill-mlp,0.01405640157063802
FULL,16,930,2048,Qwen/Qwen3-8B_decoding-mlp,0.15010197667029776
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-mlp,0.017708853827582464
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-mlp,0.17897826388888888
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-mlp,0.017113448079427086
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-mlp,0.15218217273231843
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-mlp,0.015601567021122685
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-mlp,0.14229540420819492
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-mlp,0.013493213471912204
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-mlp,0.14814869619205298
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-mlp,0.013021124945746526
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-mlp,0.14830343046403074
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-mlp,0.0141336669921875
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-mlp,0.1498941653050109
NONE,16,2430,512,Qwen/Qwen3-8B_prefill-mlp,0.01732220458984375
FULL,16,2430,512,Qwen/Qwen3-8B_decoding-mlp,0.17696721788194444
NONE,16,2130,512,Qwen/Qwen3-8B_prefill-mlp,0.01693978271484375
FULL,16,2130,512,Qwen/Qwen3-8B_decoding-mlp,0.1517617943228671
NONE,16,1830,512,Qwen/Qwen3-8B_prefill-mlp,0.015196926540798612
FULL,16,1830,512,Qwen/Qwen3-8B_decoding-mlp,0.1431842642580288
NONE,16,1530,512,Qwen/Qwen3-8B_prefill-mlp,0.013073061988467263
FULL,16,1530,512,Qwen/Qwen3-8B_decoding-mlp,0.14851262417218541
NONE,16,1230,512,Qwen/Qwen3-8B_prefill-mlp,0.013281243218315971
FULL,16,1230,512,Qwen/Qwen3-8B_decoding-mlp,0.1479924063014827
NONE,16,930,512,Qwen/Qwen3-8B_prefill-mlp,0.014000417073567709
FULL,16,930,512,Qwen/Qwen3-8B_decoding-mlp,0.16293957085148875
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-mlp,0.017827412923177084
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-mlp,0.17827856770833334
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-mlp,0.016726196289062502
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-mlp,0.1518030397637171
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-mlp,0.014893560112847221
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-mlp,0.14267270556478406
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-mlp,0.012967623873873874
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-mlp,0.1483683774834437
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-mlp,0.013691848415798612
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-mlp,0.14829688358045032
NONE,16,930,256,Qwen/Qwen3-8B_prefill-mlp,0.013779393051609847
FULL,16,930,256,Qwen/Qwen3-8B_decoding-mlp,0.14963804352759622
