cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,latency_sec_per_token
FULL,16,2430,2048,Qwen/Qwen3-8B_decoding-attn,0.0003968567708333333
NONE,16,2130,2048,Qwen/Qwen3-8B_prefill-attn,1.2335713704427083e-05
FULL,16,2130,2048,Qwen/Qwen3-8B_decoding-attn,0.00040837797619047613
NONE,16,1830,2048,Qwen/Qwen3-8B_prefill-attn,1.4088439941406248e-05
FULL,16,1830,2048,Qwen/Qwen3-8B_decoding-attn,0.0004376354166666666
NONE,16,1530,2048,Qwen/Qwen3-8B_prefill-attn,1.6623942057291665e-05
FULL,16,1530,2048,Qwen/Qwen3-8B_decoding-attn,0.0005063499999999999
NONE,16,1230,2048,Qwen/Qwen3-8B_prefill-attn,2.0233154296875e-05
FULL,16,1230,2048,Qwen/Qwen3-8B_decoding-attn,0.0006214263613861386
NONE,16,930,2048,Qwen/Qwen3-8B_prefill-attn,2.7366129557291665e-05
FULL,16,930,2048,Qwen/Qwen3-8B_decoding-attn,0.0007154982182017543
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-attn,1.0533040364583333e-05
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-attn,0.0002961005015432099
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-attn,1.1290564903846152e-05
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-attn,0.0003074744538407329
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-attn,1.288433652935606e-05
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-attn,0.00033499332922824304
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-attn,1.5190746166087964e-05
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-attn,0.0003885416666666667
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-attn,1.8466331845238092e-05
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-attn,0.0004757516788766789
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-attn,2.5122070312499998e-05
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-attn,0.0005564775485436892
NONE,16,2430,512,Qwen/Qwen3-8B_prefill-attn,1.0201822916666667e-05
FULL,16,2430,512,Qwen/Qwen3-8B_decoding-attn,0.00024089795524691356
NONE,16,2130,512,Qwen/Qwen3-8B_prefill-attn,1.11415765224359e-05
FULL,16,2130,512,Qwen/Qwen3-8B_decoding-attn,0.0002511099365750529
NONE,16,1830,512,Qwen/Qwen3-8B_prefill-attn,1.2722315932765153e-05
FULL,16,1830,512,Qwen/Qwen3-8B_decoding-attn,0.0002767818657635468
NONE,16,1530,512,Qwen/Qwen3-8B_prefill-attn,1.4998372395833332e-05
FULL,16,1530,512,Qwen/Qwen3-8B_decoding-attn,0.00032265778186274513
NONE,16,1230,512,Qwen/Qwen3-8B_prefill-attn,1.830357142857143e-05
FULL,16,1230,512,Qwen/Qwen3-8B_decoding-attn,0.0003954536782661783
NONE,16,930,512,Qwen/Qwen3-8B_prefill-attn,2.4182942708333335e-05
FULL,16,930,512,Qwen/Qwen3-8B_decoding-attn,0.00047731846682847894
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-attn,9.804280598958334e-06
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-attn,0.0002164704861111111
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-attn,1.0848607772435898e-05
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-attn,0.00022770436507936508
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-attn,1.2457682291666668e-05
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-attn,0.00025394724685883223
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-attn,1.4711562148085584e-05
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-attn,0.00029710433244916007
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-attn,1.8089192708333333e-05
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-attn,0.0003642825220022002
NONE,16,930,256,Qwen/Qwen3-8B_prefill-attn,2.3961662523674244e-05
FULL,16,930,256,Qwen/Qwen3-8B_decoding-attn,0.0004397311681222707
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-mlp,2.988662719726562e-05
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-mlp,0.0004844887152777777
NONE,16,2130,8192,Qwen/Qwen3-8B_prefill-mlp,3.0467859903971357e-05
FULL,16,2130,8192,Qwen/Qwen3-8B_decoding-mlp,0.000489606624643197
NONE,16,1830,8192,Qwen/Qwen3-8B_prefill-mlp,3.499666849772135e-05
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-mlp,0.0005061427187153931
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-mlp,4.144821166992187e-05
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-mlp,0.0005915576710816777
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-mlp,5.115076700846354e-05
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-mlp,0.0007281378706754532
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-mlp,6.736221313476564e-05
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-mlp,0.0008249551788307916
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-mlp,2.986662122938368e-05
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-mlp,0.00048448784722222225
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-mlp,3.0488382975260415e-05
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-mlp,0.0004896051379638441
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-mlp,3.5030237833658856e-05
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-mlp,0.0005063099852344039
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-mlp,4.149492051866319e-05
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-mlp,0.0005915673289183222
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-mlp,5.1831732855902786e-05
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-mlp,0.000728108697144426
NONE,16,930,4096,Qwen/Qwen3-8B_prefill-mlp,6.860682169596354e-05
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-mlp,0.0008282753494916486
NONE,16,2430,2048,Qwen/Qwen3-8B_prefill-mlp,2.9634602864583332e-05
FULL,16,2430,2048,Qwen/Qwen3-8B_decoding-mlp,0.00048449526515151504
NONE,16,2130,2048,Qwen/Qwen3-8B_prefill-mlp,3.052754720052083e-05
FULL,16,2130,2048,Qwen/Qwen3-8B_decoding-mlp,0.0004896259514747858
NONE,16,1830,2048,Qwen/Qwen3-8B_prefill-mlp,3.512522379557292e-05
FULL,16,1830,2048,Qwen/Qwen3-8B_decoding-mlp,0.0005067558370247323
NONE,16,1530,2048,Qwen/Qwen3-8B_prefill-mlp,4.1590033637152776e-05
FULL,16,1530,2048,Qwen/Qwen3-8B_decoding-mlp,0.0005912617273730684
NONE,16,1230,2048,Qwen/Qwen3-8B_prefill-mlp,5.121222601996528e-05
FULL,16,1230,2048,Qwen/Qwen3-8B_decoding-mlp,0.000729290225151016
NONE,16,930,2048,Qwen/Qwen3-8B_prefill-mlp,6.913604736328125e-05
FULL,16,930,2048,Qwen/Qwen3-8B_decoding-mlp,0.0008287195896877269
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-mlp,3.004896375868056e-05
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-mlp,0.00048449652777777787
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-mlp,3.107259114583333e-05
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-mlp,0.0004896497383444338
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-mlp,3.565764250578704e-05
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-mlp,0.000506827357881137
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-mlp,4.219011579241072e-05
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-mlp,0.0005912541390728477
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-mlp,5.225287543402778e-05
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-mlp,0.0007296102759472818
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-mlp,6.97845458984375e-05
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-mlp,0.0008312051788307915
NONE,16,2430,512,Qwen/Qwen3-8B_prefill-mlp,2.9665120442708332e-05
FULL,16,2430,512,Qwen/Qwen3-8B_decoding-mlp,0.00048449088541666665
NONE,16,2130,512,Qwen/Qwen3-8B_prefill-mlp,3.086466471354167e-05
FULL,16,2130,512,Qwen/Qwen3-8B_decoding-mlp,0.0004896541983824929
NONE,16,1830,512,Qwen/Qwen3-8B_prefill-mlp,3.546459056712963e-05
FULL,16,1830,512,Qwen/Qwen3-8B_decoding-mlp,0.0005067933277962348
NONE,16,1530,512,Qwen/Qwen3-8B_prefill-mlp,4.201892671130953e-05
FULL,16,1530,512,Qwen/Qwen3-8B_decoding-mlp,0.0005912299944812363
NONE,16,1230,512,Qwen/Qwen3-8B_prefill-mlp,5.202094184027778e-05
FULL,16,1230,512,Qwen/Qwen3-8B_decoding-mlp,0.0007295913989566173
NONE,16,930,512,Qwen/Qwen3-8B_prefill-mlp,7.07275390625e-05
FULL,16,930,512,Qwen/Qwen3-8B_decoding-mlp,0.0010437636165577342
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-mlp,3.0048421223958333e-05
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-mlp,0.00048448394097222225
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-mlp,3.175737429887821e-05
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-mlp,0.0004896546939422772
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-mlp,3.653519241898148e-05
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-mlp,0.0005068169758213363
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-mlp,4.3341339386261266e-05
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-mlp,0.0005912168874172185
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-mlp,5.375678168402778e-05
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-mlp,0.000729552786930258
NONE,16,930,256,Qwen/Qwen3-8B_prefill-mlp,7.212690873579546e-05
FULL,16,930,256,Qwen/Qwen3-8B_decoding-mlp,0.0008330627042483661
