cudagraph_mode,batch_size,sm_clock,input_len,model_name,latency_sec_per_token
FULL,16,1830,256,Qwen/Qwen3-8B,0.0007617965534979425
FULL,8,1830,256,Qwen/Qwen3-8B,0.0014692323369565217
FULL,512,2092,256,Qwen/Qwen3-8B,8.085433916488602e-05
FULL,256,2085,256,Qwen/Qwen3-8B,9.219985391260161e-05
FULL,128,2130,256,Qwen/Qwen3-8B,0.00012559224123677247
FULL,64,2130,256,Qwen/Qwen3-8B,0.00021505326704545453
FULL,16,2130,256,Qwen/Qwen3-8B,0.0007163233024691358
FULL,8,2130,256,Qwen/Qwen3-8B,0.0013827463768115943
FULL,512,2355,256,Qwen/Qwen3-8B,7.545442151887464e-05
FULL,256,2370,256,Qwen/Qwen3-8B,8.699984120934959e-05
FULL,128,2422,256,Qwen/Qwen3-8B,0.0001221019118394309
FULL,64,2422,256,Qwen/Qwen3-8B,0.00021003196022727276
FULL,16,2422,256,Qwen/Qwen3-8B,0.0006982980967078188
FULL,8,2422,256,Qwen/Qwen3-8B,0.0013536203703703705
FULL,512,330,256,nvidia/Qwen3-8B-NVFP4,0.00020799876829954956
FULL,256,330,256,nvidia/Qwen3-8B-NVFP4,0.00025971006944444446
FULL,128,330,256,nvidia/Qwen3-8B-NVFP4,0.0003792202888257576
FULL,64,330,256,nvidia/Qwen3-8B-NVFP4,0.0006471162037037037
FULL,16,330,256,nvidia/Qwen3-8B-NVFP4,0.0024134685846560846
FULL,8,330,256,nvidia/Qwen3-8B-NVFP4,0.004689788431677019
FULL,512,630,256,nvidia/Qwen3-8B-NVFP4,0.00011500447789634146
FULL,256,630,256,nvidia/Qwen3-8B-NVFP4,0.000144176917989418
FULL,128,630,256,nvidia/Qwen3-8B-NVFP4,0.00020914892199612402
FULL,64,630,256,nvidia/Qwen3-8B-NVFP4,0.00036838181818181823
FULL,16,630,256,nvidia/Qwen3-8B-NVFP4,0.0014072288359788358
FULL,8,630,256,nvidia/Qwen3-8B-NVFP4,0.0027544847883597882
FULL,512,930,256,nvidia/Qwen3-8B-NVFP4,9.072288411458333e-05
FULL,256,930,256,nvidia/Qwen3-8B-NVFP4,0.00011431886574074077
FULL,128,930,256,nvidia/Qwen3-8B-NVFP4,0.0001648234617248062
FULL,64,930,256,nvidia/Qwen3-8B-NVFP4,0.0002898724431818182
FULL,16,930,256,nvidia/Qwen3-8B-NVFP4,0.001101747023809524
FULL,8,930,256,nvidia/Qwen3-8B-NVFP4,0.0022040333850931676
FULL,512,1230,256,nvidia/Qwen3-8B-NVFP4,7.606892694978633e-05
FULL,256,1230,256,nvidia/Qwen3-8B-NVFP4,9.285408197831979e-05
FULL,128,1230,256,nvidia/Qwen3-8B-NVFP4,0.0001327681383236434
FULL,64,1230,256,nvidia/Qwen3-8B-NVFP4,0.0002303577178030303
FULL,16,1230,256,nvidia/Qwen3-8B-NVFP4,0.0008682837301587302
FULL,8,1230,256,nvidia/Qwen3-8B-NVFP4,0.0017127558876811593
FULL,512,1530,256,nvidia/Qwen3-8B-NVFP4,6.21662383497807e-05
FULL,256,1522,256,nvidia/Qwen3-8B-NVFP4,7.60111328125e-05
FULL,128,1522,256,nvidia/Qwen3-8B-NVFP4,0.00010907050304878049
FULL,64,1530,256,nvidia/Qwen3-8B-NVFP4,0.00018891022286821705
FULL,16,1530,256,nvidia/Qwen3-8B-NVFP4,0.000712454365079365
FULL,8,1530,256,nvidia/Qwen3-8B-NVFP4,0.001403342261904762
FULL,512,1815,256,nvidia/Qwen3-8B-NVFP4,5.3793242872807015e-05
FULL,256,1815,256,nvidia/Qwen3-8B-NVFP4,6.595154079861111e-05
FULL,128,1815,256,nvidia/Qwen3-8B-NVFP4,9.424451264880954e-05
FULL,64,1822,256,nvidia/Qwen3-8B-NVFP4,0.00016167160852713177
FULL,16,1830,256,nvidia/Qwen3-8B-NVFP4,0.0006059847883597883
FULL,8,1830,256,nvidia/Qwen3-8B-NVFP4,0.001192875905797102
FULL,512,2107,256,nvidia/Qwen3-8B-NVFP4,4.907486979166666e-05
FULL,512,2115,256,nvidia/Qwen3-8B-NVFP4,5.070427389705882e-05
FULL,256,2107,256,nvidia/Qwen3-8B-NVFP4,6.199583333333333e-05
FULL,128,2115,256,nvidia/Qwen3-8B-NVFP4,8.765183738425924e-05
FULL,128,2122,256,nvidia/Qwen3-8B-NVFP4,8.640668402777778e-05
FULL,64,2122,256,nvidia/Qwen3-8B-NVFP4,0.00014524418604651166
FULL,16,2130,256,nvidia/Qwen3-8B-NVFP4,0.0005334892526455027
FULL,8,2130,256,nvidia/Qwen3-8B-NVFP4,0.0010476167328042328
FULL,512,2407,256,nvidia/Qwen3-8B-NVFP4,4.857271773726851e-05
FULL,256,2407,256,nvidia/Qwen3-8B-NVFP4,5.820045230263157e-05
FULL,128,2415,256,nvidia/Qwen3-8B-NVFP4,8.215853658536586e-05
FULL,64,2422,256,nvidia/Qwen3-8B-NVFP4,0.00013427596899224806
FULL,16,2422,256,nvidia/Qwen3-8B-NVFP4,0.0004928052248677248
FULL,8,2422,256,nvidia/Qwen3-8B-NVFP4,0.0009681324404761905
FULL,8,2287,256,nvidia/Qwen3-8B-NVFP4,0.0009940011160714285
FULL,8,2295,256,nvidia/Qwen3-8B-NVFP4,0.000995044642857143
FULL,512,330,256,nvidia/Qwen3-8B-FP8,0.0002985113069150231
FULL,256,330,256,nvidia/Qwen3-8B-FP8,0.0003131034572259136
FULL,128,330,256,nvidia/Qwen3-8B-FP8,0.0003788081794507576
FULL,64,330,256,nvidia/Qwen3-8B-FP8,0.00046677613636363633
FULL,16,330,256,nvidia/Qwen3-8B-FP8,0.0015933277777777778
FULL,8,330,256,nvidia/Qwen3-8B-FP8,0.002756777777777778
FULL,512,630,256,nvidia/Qwen3-8B-FP8,0.00016046208038395537
FULL,256,630,256,nvidia/Qwen3-8B-FP8,0.00017226097470238093
FULL,128,630,256,nvidia/Qwen3-8B-FP8,0.00021090661337209304
FULL,64,630,256,nvidia/Qwen3-8B-FP8,0.00027625606060606065
FULL,16,630,256,nvidia/Qwen3-8B-FP8,0.001005239197530864
FULL,8,630,256,nvidia/Qwen3-8B-FP8,0.0018662382716049383
FULL,512,930,256,nvidia/Qwen3-8B-FP8,0.00012183882148154252
FULL,256,922,256,nvidia/Qwen3-8B-FP8,0.00013258087089002268
FULL,128,900,256,nvidia/Qwen3-8B-FP8,0.0001663291903409091
FULL,128,907,256,nvidia/Qwen3-8B-FP8,0.00016783593750000002
FULL,64,922,256,nvidia/Qwen3-8B-FP8,0.00023949569892473113
FULL,64,930,256,nvidia/Qwen3-8B-FP8,0.00023934166666666668
FULL,16,922,256,nvidia/Qwen3-8B-FP8,0.0008698680555555557
FULL,16,930,256,nvidia/Qwen3-8B-FP8,0.0008688541666666666
FULL,8,922,256,nvidia/Qwen3-8B-FP8,0.0016313722222222223
FULL,8,930,256,nvidia/Qwen3-8B-FP8,0.0016320972222222223
FULL,512,1230,256,nvidia/Qwen3-8B-FP8,9.609219195156696e-05
FULL,256,1230,256,nvidia/Qwen3-8B-FP8,0.00010420382367886178
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,0.0001312001488095238
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,0.00020321406250000003
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,0.0007295101851851852
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,0.0013750679012345677
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,7.80075008903134e-05
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,8.524204799107143e-05
FULL,128,1522,256,nvidia/Qwen3-8B-FP8,0.00010768762400793652
FULL,64,1530,256,nvidia/Qwen3-8B-FP8,0.00016486007751937985
FULL,16,1530,256,nvidia/Qwen3-8B-FP8,0.0005978885802469136
FULL,8,1530,256,nvidia/Qwen3-8B-FP8,0.0011291864197530864
FULL,512,1815,256,nvidia/Qwen3-8B-FP8,6.679410660660661e-05
FULL,256,1792,256,nvidia/Qwen3-8B-FP8,7.380299014136905e-05
FULL,128,1807,256,nvidia/Qwen3-8B-FP8,9.339846925813008e-05
FULL,64,1830,256,nvidia/Qwen3-8B-FP8,0.0001436888565891473
FULL,16,1830,256,nvidia/Qwen3-8B-FP8,0.000518232561728395
FULL,8,1830,256,nvidia/Qwen3-8B-FP8,0.00098281512345679
FULL,512,2092,256,nvidia/Qwen3-8B-FP8,6.179439139660494e-05
FULL,256,2070,256,nvidia/Qwen3-8B-FP8,6.880914224664225e-05
FULL,128,2115,256,nvidia/Qwen3-8B-FP8,8.659959349593498e-05
FULL,64,2130,256,nvidia/Qwen3-8B-FP8,0.0001361074612403101
FULL,16,2130,256,nvidia/Qwen3-8B-FP8,0.00048678703703703704
FULL,8,2130,256,nvidia/Qwen3-8B-FP8,0.0009275966049382717
FULL,512,2370,256,nvidia/Qwen3-8B-FP8,5.830978732638889e-05
FULL,512,2362,256,nvidia/Qwen3-8B-FP8,5.733188657407407e-05
FULL,256,2362,256,nvidia/Qwen3-8B-FP8,6.43724916576479e-05
FULL,256,2370,256,nvidia/Qwen3-8B-FP8,6.611142113095238e-05
FULL,128,2415,256,nvidia/Qwen3-8B-FP8,8.387708333333333e-05
FULL,64,2422,256,nvidia/Qwen3-8B-FP8,0.00013237025193798445
FULL,16,2422,256,nvidia/Qwen3-8B-FP8,0.0004682398148148148
FULL,8,2422,256,nvidia/Qwen3-8B-FP8,0.0008936611111111111
FULL,512,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0004302178936749249
FULL,256,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0004597221235795454
FULL,128,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0005471062184343434
FULL,64,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0006585885416666666
FULL,16,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0013297088477366252
FULL,8,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0024007648148148147
FULL,512,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0002298668464781746
FULL,256,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0002483656374007936
FULL,128,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00029836250403746773
FULL,64,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0003628053977272728
FULL,16,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0009127211934156377
FULL,8,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0017189388888888889
FULL,512,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0001766915199239418
FULL,256,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00019295368303571427
FULL,128,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00022978699252136753
FULL,128,922,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0002286371527777778
FULL,64,922,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00029236805555555553
FULL,64,915,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0002921309523809524
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0008112145061728396
FULL,8,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0015406416666666667
FULL,512,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00013338514539930555
FULL,256,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00014435775533536586
FULL,128,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00017482699450904393
FULL,64,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00023535542929292933
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0006854313271604937
FULL,8,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0013048629629629632
FULL,512,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00010840817599826389
FULL,256,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00011785581808943088
FULL,128,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00014064618468915342
FULL,64,1522,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00019223473837209302
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0005582692901234569
FULL,8,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0010634624999999998
FULL,512,1822,256,JunHowie/Qwen3-8B-GPTQ-Int8,9.222352987001424e-05
FULL,256,1815,256,JunHowie/Qwen3-8B-GPTQ-Int8,9.949117024739584e-05
FULL,256,1822,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00010116874999999999
FULL,128,1815,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00012048698950066138
FULL,64,1807,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00016505877976190475
FULL,64,1815,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00016453125000000002
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0004738963477366256
FULL,8,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0008985569444444444
FULL,512,2122,256,JunHowie/Qwen3-8B-GPTQ-Int8,8.323273597404971e-05
FULL,256,2115,256,JunHowie/Qwen3-8B-GPTQ-Int8,9.115182291666666e-05
FULL,128,2107,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00011000813802083332
FULL,128,2115,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00011163803483422939
FULL,64,2122,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00015323457687338503
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00043600900205761336
FULL,8,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0008332620370370372
FULL,512,2400,256,JunHowie/Qwen3-8B-GPTQ-Int8,7.61865234375e-05
FULL,512,2392,256,JunHowie/Qwen3-8B-GPTQ-Int8,7.807186447811448e-05
FULL,256,2392,256,JunHowie/Qwen3-8B-GPTQ-Int8,8.487057291666667e-05
FULL,128,2385,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00010109147400067749
FULL,64,2415,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0001452326388888889
FULL,16,2422,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.00042129398148148137
FULL,8,2422,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0008054203703703705
FULL,512,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0003893103064001502
FULL,256,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00041848644649621205
FULL,128,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0005057938762626263
FULL,64,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0006131300505050505
FULL,16,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0012225658436213992
FULL,8,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0020861759259259262
FULL,512,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0002072614435128726
FULL,256,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00022602380087209304
FULL,128,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00027390392845607237
FULL,64,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00033328030303030303
FULL,16,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0006860643004115227
FULL,8,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0012347194444444444
FULL,512,930,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00015939865980691057
FULL,256,930,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00017459356398809523
FULL,128,922,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00021134288194444447
FULL,128,930,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00021340835813492065
FULL,64,922,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0002581439701897019
FULL,16,922,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0005702829218106996
FULL,8,930,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0010487685185185185
FULL,8,922,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0010528305555555556
FULL,512,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00012072132703993056
FULL,256,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00013083091971544716
FULL,128,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00015724449198082008
FULL,64,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0001931447835917313
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0004690985082304527
FULL,8,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0008740964673913042
FULL,512,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,9.812902617872807e-05
FULL,256,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00010722414888211383
FULL,128,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00013021453373015873
FULL,64,1522,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00015824442829457365
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0003810972222222222
FULL,8,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0007112074074074071
FULL,512,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4,8.35003483644006e-05
FULL,256,1822,256,JunHowie/Qwen3-8B-GPTQ-Int4,9.064005742521367e-05
FULL,128,1815,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00011149495442708333
FULL,128,1822,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00011330729166666665
FULL,64,1807,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00013536889730639728
FULL,16,1815,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0003227112268518518
FULL,16,1822,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00032456393893893896
FULL,8,1822,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0006041314814814815
FULL,512,2122,256,JunHowie/Qwen3-8B-GPTQ-Int4,7.41330295138889e-05
FULL,512,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4,7.568777901785715e-05
FULL,256,2122,256,JunHowie/Qwen3-8B-GPTQ-Int4,8.28667200854701e-05
FULL,128,2115,256,JunHowie/Qwen3-8B-GPTQ-Int4,9.813330078125e-05
FULL,64,2115,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0001219681712962963
FULL,16,2122,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00029444944234006737
FULL,8,2122,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0005469583333333333
FULL,8,2115,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0005505208333333333
FULL,512,2415,256,JunHowie/Qwen3-8B-GPTQ-Int4,7.024323640046298e-05
FULL,256,2407,256,JunHowie/Qwen3-8B-GPTQ-Int4,7.612702165570175e-05
FULL,128,2392,256,JunHowie/Qwen3-8B-GPTQ-Int4,8.97780257936508e-05
FULL,128,2400,256,JunHowie/Qwen3-8B-GPTQ-Int4,9.136479286398467e-05
FULL,64,2407,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.00011350372023809523
FULL,16,2415,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0002791640361952862
FULL,8,2422,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0005215151515151515
