cudagraph_mode,batch_size,sm_clock,input_len,model_name,total_energy_based_j_per_token
FULL,16,330,256,nvidia/Qwen3-8B-FP8,0.16435083024691358
FULL,8,330,256,nvidia/Qwen3-8B-FP8,0.29361394323671497
FULL,512,630,256,nvidia/Qwen3-8B-FP8,0.024149934393098454
FULL,256,630,256,nvidia/Qwen3-8B-FP8,0.02694603971797052
FULL,128,630,256,nvidia/Qwen3-8B-FP8,0.031928408430232556
FULL,64,630,256,nvidia/Qwen3-8B-FP8,0.04158760984848485
FULL,16,630,256,nvidia/Qwen3-8B-FP8,0.13343248765432097
FULL,8,630,256,nvidia/Qwen3-8B-FP8,0.24591110493827162
FULL,512,930,256,nvidia/Qwen3-8B-FP8,0.022242211962343442
FULL,256,922,256,nvidia/Qwen3-8B-FP8,0.024835153592687075
FULL,128,900,256,nvidia/Qwen3-8B-FP8,0.029767779356060606
FULL,128,907,256,nvidia/Qwen3-8B-FP8,0.030134960937499997
FULL,64,922,256,nvidia/Qwen3-8B-FP8,0.04020342876344086
FULL,64,930,256,nvidia/Qwen3-8B-FP8,0.04022954166666667
FULL,16,922,256,nvidia/Qwen3-8B-FP8,0.1280491232638889
FULL,16,930,256,nvidia/Qwen3-8B-FP8,0.12800402777777778
FULL,8,922,256,nvidia/Qwen3-8B-FP8,0.23784693750000002
FULL,8,930,256,nvidia/Qwen3-8B-FP8,0.23666652777777777
FULL,512,1230,256,nvidia/Qwen3-8B-FP8,0.021589094996438747
FULL,256,1230,256,nvidia/Qwen3-8B-FP8,0.024180999110772358
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,0.028714890252976192
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,0.03959666714015151
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,0.12528868827160494
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,0.23278785185185183
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,0.02125410389957265
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,0.023241700846354168
FULL,128,1522,256,nvidia/Qwen3-8B-FP8,0.03001814732142857
FULL,64,1530,256,nvidia/Qwen3-8B-FP8,0.04040016569767441
FULL,16,1530,256,nvidia/Qwen3-8B-FP8,0.1260807098765432
FULL,8,1530,256,nvidia/Qwen3-8B-FP8,0.23222375925925928
FULL,512,1815,256,nvidia/Qwen3-8B-FP8,0.022113104588963962
FULL,256,1792,256,nvidia/Qwen3-8B-FP8,0.02430700102306548
FULL,128,1807,256,nvidia/Qwen3-8B-FP8,0.028545490663109754
FULL,64,1830,256,nvidia/Qwen3-8B-FP8,0.041026672480620155
FULL,16,1830,256,nvidia/Qwen3-8B-FP8,0.12946411265432098
FULL,8,1830,256,nvidia/Qwen3-8B-FP8,0.23796380864197533
FULL,512,2092,256,nvidia/Qwen3-8B-FP8,0.024135640190972224
FULL,256,2070,256,nvidia/Qwen3-8B-FP8,0.026672758795024423
FULL,128,2115,256,nvidia/Qwen3-8B-FP8,0.0313103899898374
FULL,64,2130,256,nvidia/Qwen3-8B-FP8,0.041844073643410855
FULL,16,2130,256,nvidia/Qwen3-8B-FP8,0.1362918935185185
FULL,8,2130,256,nvidia/Qwen3-8B-FP8,0.26480033333333336
FULL,512,2370,256,nvidia/Qwen3-8B-FP8,0.0284556640625
FULL,512,2362,256,nvidia/Qwen3-8B-FP8,0.028042864583333334
FULL,256,2362,256,nvidia/Qwen3-8B-FP8,0.031726652123917745
FULL,256,2370,256,nvidia/Qwen3-8B-FP8,0.032325347222222224
FULL,128,2415,256,nvidia/Qwen3-8B-FP8,0.03785382779947917
FULL,64,2422,256,nvidia/Qwen3-8B-FP8,0.04990151114341085
FULL,16,2422,256,nvidia/Qwen3-8B-FP8,0.15187905092592593
FULL,8,2422,256,nvidia/Qwen3-8B-FP8,0.279294049382716
FULL,512,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.043828944960585585
FULL,256,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.04618396721117424
FULL,128,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.055414131549873735
FULL,64,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.06745801609848484
FULL,16,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.1459567438271605
FULL,8,330,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.25950179629629627
FULL,512,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.033089875268683865
FULL,256,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.035180948660714285
FULL,128,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.042055499031007755
FULL,64,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.051396093749999996
FULL,16,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.12520062757201647
FULL,8,630,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.2281428425925926
FULL,512,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.030503654617228836
FULL,256,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.03257751984126984
FULL,128,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.038547322382478634
FULL,128,922,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.038349479166666665
FULL,64,922,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.04798857222222222
FULL,64,915,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.04769361111111111
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.12239664094650206
FULL,8,930,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.22284507407407408
FULL,512,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.030258258192274307
FULL,256,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.031918981834349595
FULL,128,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.03794650910448966
FULL,64,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.04693391966540404
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.11969152520576132
FULL,8,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.2175683240740741
FULL,512,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.02944104220920139
FULL,256,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.030837842352642277
FULL,128,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.037636298673115076
FULL,64,1522,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.048949131944444446
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.12080258744855968
FULL,8,1530,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.21602324074074072
FULL,512,1822,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.031762022012998575
FULL,256,1815,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.03329712198893229
FULL,256,1822,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.03367397395833333
FULL,128,1815,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.03843405671296297
FULL,64,1807,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.04789691550925926
FULL,64,1815,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.046772118055555555
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.12211343621399176
FULL,8,1830,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.21686631018518518
FULL,512,2122,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.03498483501233553
FULL,256,2115,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.03675618815104167
FULL,128,2107,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.04269688585069445
FULL,128,2115,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.042886449232750895
FULL,64,2122,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.05137191618217054
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.12153357767489711
FULL,8,2130,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.22824775925925928
FULL,512,2400,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.04126155598958333
FULL,512,2392,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.04323653724747475
FULL,256,2392,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.0452342001953125
FULL,128,2385,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.05122904810298103
FULL,64,2415,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.06170230985449736
FULL,16,2422,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.14447992283950617
FULL,8,2422,256,JunHowie/Qwen3-8B-GPTQ-Int8,0.2539099722222222
FULL,512,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.03813593222128379
FULL,256,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.04044417140151515
FULL,128,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0485231386126894
FULL,64,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.05796184659090908
FULL,16,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.11555360082304526
FULL,8,330,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.19095435185185186
FULL,512,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.028444224254742547
FULL,256,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.030498297601744183
FULL,128,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.03626090721899225
FULL,64,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.04331707070707071
FULL,16,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.08594122427983539
FULL,8,630,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.14614671296296294
FULL,512,930,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.02620082676998645
FULL,256,930,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.02818549293154762
FULL,128,922,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.033413862847222225
FULL,128,930,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.03388311786954365
FULL,64,922,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.039866482046070455
FULL,16,922,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.08104166152263374
FULL,8,930,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.13926333333333335
FULL,8,922,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.13990554166666666
FULL,512,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.026066482747395835
FULL,256,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.027654424542682923
FULL,128,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.0324823490203373
FULL,64,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.038025750968992245
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.07913686728395061
FULL,8,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.13577801630434783
FULL,512,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.02458448950338085
FULL,256,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.02674511115345528
FULL,128,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.031723603877314814
FULL,64,1522,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.039477511304909556
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.08115615226337448
FULL,8,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.13693221296296296
FULL,512,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.027556783682839914
FULL,256,1822,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.028832999465811967
FULL,128,1815,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.033818406168619794
FULL,128,1822,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.03451964518229167
FULL,64,1807,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.038387702020202016
FULL,16,1815,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.07846336805555555
FULL,16,1822,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.08289140703203203
FULL,8,1822,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.1384514537037037
FULL,512,2122,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.02943586697048611
FULL,512,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.030612806299603175
FULL,256,2122,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.03196563234508547
FULL,128,2115,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.036492868923611116
FULL,64,2115,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.041911621197089945
FULL,16,2122,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.08209188236531986
FULL,8,2122,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.13817208333333333
FULL,8,2115,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.14357356303418803
FULL,512,2415,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.03807773075810185
FULL,256,2407,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.03971309998629386
FULL,128,2392,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.04404414682539682
FULL,128,2400,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.04459176469707854
FULL,64,2407,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.050439623842592596
FULL,16,2415,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.09740053661616162
FULL,8,2422,256,JunHowie/Qwen3-8B-GPTQ-Int4,0.15953155776515152
