cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,latency_sec_per_token
NONE,16,630,256,Qwen/Qwen3-8B_prefill-attn,3.375217013888889e-05
FULL,16,630,256,Qwen/Qwen3-8B_decoding-attn,0.0005512415994623655
NONE,16,930,256,Qwen/Qwen3-8B_prefill-attn,2.4075964725378785e-05
FULL,16,930,256,Qwen/Qwen3-8B_decoding-attn,0.0004424865811499272
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-attn,1.8159993489583332e-05
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-attn,0.0003648583608360836
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-attn,1.4732017173423425e-05
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-attn,0.00029745109416445624
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-attn,1.2470703124999998e-05
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-attn,0.0002514181448632669
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-attn,1.0858623798076922e-05
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-attn,0.0002273621031746032
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-attn,9.822455512152778e-06
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-attn,0.00021658072916666668
NONE,16,330,8192,Qwen/Qwen3-8B_prefill-mlp,0.00018010813395182292
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-mlp,0.0013213346354166667
NONE,16,630,8192,Qwen/Qwen3-8B_prefill-mlp,9.653625488281249e-05
FULL,16,630,8192,Qwen/Qwen3-8B_decoding-mlp,0.0008888291396103896
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-mlp,6.853383382161458e-05
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-mlp,0.0008397363852339183
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-mlp,5.124893188476562e-05
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-mlp,0.0007295184878587195
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-mlp,4.149093627929688e-05
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-mlp,0.0005913148271276596
NONE,16,1830,8192,Qwen/Qwen3-8B_prefill-mlp,3.50128173828125e-05
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-mlp,0.0005068726851851852
NONE,16,2130,8192,Qwen/Qwen3-8B_prefill-mlp,3.0468749999999995e-05
FULL,16,2130,8192,Qwen/Qwen3-8B_decoding-mlp,0.0004896886927480917
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-mlp,2.993036905924479e-05
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-mlp,0.00048454513888888896
NONE,16,330,4096,Qwen/Qwen3-8B_prefill-mlp,0.00018048197428385416
FULL,16,330,4096,Qwen/Qwen3-8B_decoding-mlp,0.00131775390625
NONE,16,630,4096,Qwen/Qwen3-8B_prefill-mlp,9.666646321614585e-05
FULL,16,630,4096,Qwen/Qwen3-8B_decoding-mlp,0.0008887310606060606
NONE,16,930,4096,Qwen/Qwen3-8B_prefill-mlp,6.863479614257813e-05
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-mlp,0.0008396975511695907
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-mlp,5.1282585991753475e-05
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-mlp,0.0007297564845474613
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-mlp,4.156595865885417e-05
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-mlp,0.0005913425310283689
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-mlp,3.5059229532877606e-05
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-mlp,0.0005068726851851853
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-mlp,3.049092610677083e-05
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-mlp,0.0004896986323155217
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-mlp,2.9920535617404512e-05
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-mlp,0.0004845572916666667
NONE,16,330,1024,Qwen/Qwen3-8B_prefill-mlp,0.00018303629557291667
FULL,16,330,1024,Qwen/Qwen3-8B_decoding-mlp,0.0013205598958333335
NONE,16,630,1024,Qwen/Qwen3-8B_prefill-mlp,9.800618489583333e-05
FULL,16,630,1024,Qwen/Qwen3-8B_decoding-mlp,0.0008890151515151515
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-mlp,6.98944091796875e-05
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-mlp,0.0008396198830409355
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-mlp,5.2211507161458336e-05
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-mlp,0.0007298910044150112
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-mlp,4.221278599330357e-05
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-mlp,0.0005913453014184398
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-mlp,3.565470377604167e-05
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-mlp,0.0005068495370370371
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-mlp,3.1063639322916666e-05
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-mlp,0.0004897165235368958
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-mlp,3.02642822265625e-05
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-mlp,0.00048454513888888896
NONE,16,330,256,Qwen/Qwen3-8B_prefill-mlp,0.0001898681640625
FULL,16,330,256,Qwen/Qwen3-8B_decoding-mlp,0.0013186653645833333
NONE,16,630,256,Qwen/Qwen3-8B_prefill-mlp,0.00010157335069444446
FULL,16,630,256,Qwen/Qwen3-8B_decoding-mlp,0.0008887276785714284
NONE,16,930,256,Qwen/Qwen3-8B_prefill-mlp,7.221383759469698e-05
FULL,16,930,256,Qwen/Qwen3-8B_decoding-mlp,0.000839453125
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-mlp,5.377387152777778e-05
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-mlp,0.0007299323951434878
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-mlp,4.339170713682433e-05
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-mlp,0.0005913896276595745
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-mlp,3.654640480324074e-05
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-mlp,0.0005068773148148148
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-mlp,3.175831330128205e-05
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-mlp,0.0004897125477099238
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-mlp,3.0198838975694447e-05
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-mlp,0.00048455208333333336
