cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,power_based_j_per_token
NONE,16,330,1024,Qwen/Qwen3-8B_prefill-attn,0.0068348684675736855
FULL,16,330,1024,Qwen/Qwen3-8B_decoding-attn,0.12494179869180119
NONE,16,630,1024,Qwen/Qwen3-8B_prefill-attn,0.005242495436454114
FULL,16,630,1024,Qwen/Qwen3-8B_decoding-attn,0.09101093151370289
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-attn,0.004790614957756273
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-attn,0.0851483073858206
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-attn,0.004734850216452418
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-attn,0.08377589313949937
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-attn,0.005263774758534372
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-attn,0.08334684929826758
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-attn,0.00513248377818098
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-attn,0.08449106320174303
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-attn,0.005608055379460502
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-attn,0.0880044188008354
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-attn,0.00633568534733848
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-attn,0.09795476782659664
NONE,16,330,256,Qwen/Qwen3-8B_prefill-attn,0.006135085369225704
FULL,16,330,256,Qwen/Qwen3-8B_decoding-attn,0.09158109475902186
NONE,16,630,256,Qwen/Qwen3-8B_prefill-attn,0.004579593433751578
FULL,16,630,256,Qwen/Qwen3-8B_decoding-attn,0.06695470740183372
NONE,16,930,256,Qwen/Qwen3-8B_prefill-attn,0.004176129691669895
FULL,16,930,256,Qwen/Qwen3-8B_decoding-attn,0.06104054263260144
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-attn,0.004150567905341254
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-attn,0.059094186430314895
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-attn,0.004642535381181963
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-attn,0.05875672478439066
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-attn,0.004703240601550443
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-attn,0.05922674661227366
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-attn,0.004951459438330495
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-attn,0.0664180742773088
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-attn,0.005893217119213659
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-attn,0.06766267190814394
NONE,16,330,8192,Qwen/Qwen3-8B_prefill-mlp,0.019022403984155348
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-mlp,0.1800587237731482
NONE,16,630,8192,Qwen/Qwen3-8B_prefill-mlp,0.014997405397092057
FULL,16,630,8192,Qwen/Qwen3-8B_decoding-mlp,0.1509804452596173
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-mlp,0.013750401479518776
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-mlp,0.15083088565012792
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-mlp,0.013953861722858027
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-mlp,0.14821525919525697
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-mlp,0.01336497940685131
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-mlp,0.14864113746112217
NONE,16,1830,8192,Qwen/Qwen3-8B_prefill-mlp,0.015353306399407176
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-mlp,0.14080860720138888
NONE,16,2130,8192,Qwen/Qwen3-8B_prefill-mlp,0.01719716083655398
FULL,16,2130,8192,Qwen/Qwen3-8B_decoding-mlp,0.1540439912117959
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-mlp,0.01802395075203522
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-mlp,0.18339217552850118
NONE,16,330,4096,Qwen/Qwen3-8B_prefill-mlp,0.019341690818078915
FULL,16,330,4096,Qwen/Qwen3-8B_decoding-mlp,0.18060707629629627
NONE,16,630,4096,Qwen/Qwen3-8B_prefill-mlp,0.01506102673115064
FULL,16,630,4096,Qwen/Qwen3-8B_decoding-mlp,0.15095312209390985
NONE,16,930,4096,Qwen/Qwen3-8B_prefill-mlp,0.013780230533345539
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-mlp,0.15069143555464182
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-mlp,0.013977565663067392
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-mlp,0.14842446587526065
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-mlp,0.013391544701199002
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-mlp,0.14866784498987268
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-mlp,0.01519967787589905
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-mlp,0.14010955973310182
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-mlp,0.01707064595154224
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-mlp,0.1539398949985904
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-mlp,0.01793956892819767
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-mlp,0.18292901550144675
NONE,16,330,1024,Qwen/Qwen3-8B_prefill-mlp,0.02025659855266995
FULL,16,330,1024,Qwen/Qwen3-8B_decoding-mlp,0.18320878556640624
NONE,16,630,1024,Qwen/Qwen3-8B_prefill-mlp,0.015550106615193682
FULL,16,630,1024,Qwen/Qwen3-8B_decoding-mlp,0.15165430773471322
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-mlp,0.014179114530148711
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-mlp,0.15090121949074073
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-mlp,0.014183819891631299
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-mlp,0.14827953512999756
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-mlp,0.014118459418535987
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-mlp,0.148608165898222
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-mlp,0.015472876452741051
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-mlp,0.14339371633217593
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-mlp,0.017082869617464195
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-mlp,0.1526357796864157
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-mlp,0.018133853088214236
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-mlp,0.18121049925506363
NONE,16,330,256,Qwen/Qwen3-8B_prefill-mlp,0.019772940431722008
FULL,16,330,256,Qwen/Qwen3-8B_decoding-mlp,0.18244602689236109
NONE,16,630,256,Qwen/Qwen3-8B_prefill-mlp,0.014970580709477906
FULL,16,630,256,Qwen/Qwen3-8B_decoding-mlp,0.1514214770873303
NONE,16,930,256,Qwen/Qwen3-8B_prefill-mlp,0.013713169066134368
FULL,16,930,256,Qwen/Qwen3-8B_decoding-mlp,0.15077225973303485
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-mlp,0.013597326948283289
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-mlp,0.1481249341366201
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-mlp,0.013727393239930299
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-mlp,0.14849879821315998
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-mlp,0.014881304253675311
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-mlp,0.14558291660671294
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-mlp,0.016531755008707873
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-mlp,0.15257629254767377
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-mlp,0.018133578457177876
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-mlp,0.18120319994603587
