cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,total_energy_based_j_per_token
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-mlp,0.14786006030701754
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-mlp,0.01391778564453125
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-mlp,0.14450879552980134
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-mlp,0.013256562974717882
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-mlp,0.144875858820922
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-mlp,0.015241807301839194
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-mlp,0.13623118055555555
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-mlp,0.016903558349609375
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-mlp,0.1492207975508906
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-mlp,0.01780164082845052
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-mlp,0.18128036458333333
NONE,16,330,1024,Qwen/Qwen3-8B_prefill-mlp,0.01998944091796875
FULL,16,330,1024,Qwen/Qwen3-8B_decoding-mlp,0.17785598958333332
NONE,16,630,1024,Qwen/Qwen3-8B_prefill-mlp,0.01526223415798611
FULL,16,630,1024,Qwen/Qwen3-8B_decoding-mlp,0.15199979707792208
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-mlp,0.014015121459960938
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-mlp,0.14886951754385966
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-mlp,0.014158192952473959
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-mlp,0.14432119205298014
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-mlp,0.01423277355375744
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-mlp,0.14539079122340426
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-mlp,0.015286499023437499
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-mlp,0.13940902777777778
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-mlp,0.017035371907552086
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-mlp,0.1485629969783715
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-mlp,0.01820439995659722
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-mlp,0.17959359375
NONE,16,330,256,Qwen/Qwen3-8B_prefill-mlp,0.019608805338541667
FULL,16,330,256,Qwen/Qwen3-8B_decoding-mlp,0.17741653645833333
NONE,16,630,256,Qwen/Qwen3-8B_prefill-mlp,0.014942187499999999
FULL,16,630,256,Qwen/Qwen3-8B_decoding-mlp,0.14509050324675324
NONE,16,930,256,Qwen/Qwen3-8B_prefill-mlp,0.013548857717803032
FULL,16,930,256,Qwen/Qwen3-8B_decoding-mlp,0.14791879111842104
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-mlp,0.013483732096354166
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-mlp,0.14489338438189844
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-mlp,0.013702225418778153
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-mlp,0.1446207613031915
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-mlp,0.014786798321759258
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-mlp,0.14157761574074074
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-mlp,0.016433185283954328
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-mlp,0.14792439965012724
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-mlp,0.018063507758246528
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-mlp,0.17644894097222225
