cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,power_based_j_per_token
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-all,0.2476411198789062
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-all,0.021651450637044274
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-all,0.2137746552840909
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-all,0.019710982129087094
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-all,0.19886711300173615
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-all,0.01711484129942233
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-all,0.20422141656361112
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-all,0.016331131245358312
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-all,0.2120055580423772
NONE,16,930,256,Qwen/Qwen3-8B_prefill-all,0.018124340513328268
FULL,16,930,256,Qwen/Qwen3-8B_decoding-all,0.21446906845337632
