batch_size,kv_group,graph_mode,sm_clock,avg_power,avg_energy_per_token,points
1,8192,mani,1620,226.86559116541355,4.90495303910401,145
1,8192,mani,1920,233.38707988721805,4.992190101600877,145
1,8192,mani,2220,256.2621870300752,5.439614979140038,145
1,8192,mani,2520,316.12027631578945,6.670692851500626,142
1,8192,seg,1320,223.36198684210524,4.898290068059211,152
1,8192,seg,1620,229.54940507518796,4.9629789009852745,149
1,8192,seg,1920,233.77616259398496,5.0004934303931705,146
1,8192,seg,2220,259.2672734962406,5.503517294124374,146
1,8192,seg,2520,323.30867951127817,6.822777425405701,145
2,1024,mani,1320,210.40683732057417,2.25983575909988,218
2,1024,mani,1620,212.80671411483254,2.255017515811404,213
2,1024,mani,1920,219.3109457735247,2.2997406110245215,212
2,1024,mani,2220,239.6012822966507,2.4930134090358855,209
2,1024,mani,2520,292.4478325358852,3.0237950254186603,209
2,1024,seg,1320,208.6188951355662,2.2395183780119616,219
2,1024,seg,1620,213.23463038277512,2.2581770632701357,214
2,1024,seg,1920,218.41741228070177,2.289158009299043,211
2,1024,seg,2220,239.72367464114834,2.4929116154952156,209
2,1024,seg,2520,292.19829665071774,3.019323498035885,209
2,128,mani,1320,210.9598484848485,2.2309947539742825,215
2,128,mani,1620,213.87396331738438,2.2302157697695377,210
2,128,mani,1920,217.63111483253587,2.244681660667464,209
2,128,mani,2220,240.10978947368423,2.4562789119736843,209
2,128,mani,2520,297.61703827751194,3.025167924866029,209
2,128,seg,1320,208.3581236044657,2.2012652339200556,214
2,128,seg,1620,213.3994688995215,2.2229934821076553,209
2,128,seg,1920,218.51591866028707,2.251685780021531,209
2,128,seg,2220,241.41117224880384,2.4671014540119613,209
2,128,seg,2520,293.04376555023924,2.975597212303828,209
2,4096,all,1320,212.37223444976075,2.403233996105795,209
2,4096,mani,1320,212.1117894736842,2.4016386716879317,209
2,4096,mani,1620,215.3333157894737,2.3994239685991494,209
2,4096,mani,1920,221.62995693779905,2.441493475414673,209
2,4096,mani,2220,240.00793062200955,2.6233710591905903,207
2,4096,mani,2520,294.47107129186605,3.1999965188155235,206
2,4096,seg,1320,211.24864593301436,2.3905439442610317,209
2,4096,seg,1620,215.31895215311005,2.398098875382775,209
2,4096,seg,1920,220.05384688995213,2.422825095566188,209
2,4096,seg,2220,240.6491004784689,2.62890133689261,209
2,4096,seg,2520,295.0101100478469,3.204077449880914,207
2,8192,all,1320,212.97093494152045,2.553614583441155,156
2,8192,all,1620,218.88307236842104,2.592929270526316,152
2,8192,all,1920,223.27734868421052,2.6207277762883776,152
2,8192,all,2220,245.74375,2.864283338530702,152
2,8192,all,2520,302.94036315789475,3.5121283545164474,149
2,8192,mani,1320,210.57704166666667,2.5263981199183725,154
2,8192,mani,1620,216.71790789473687,2.568791635844298,152
2,8192,mani,1920,221.8530789473684,2.6055669228289475,152
2,8192,mani,2220,242.4181513157895,2.8272975586403506,152
2,8192,mani,2520,293.6293223684211,3.4059450735307015,152
2,8192,seg,1320,212.28480847953216,2.54572356582115,155
2,8192,seg,1620,219.01464473684211,2.5945166155701753,152
2,8192,seg,1920,222.57946052631578,2.612624034095395,152
2,8192,seg,2220,244.15486842105264,2.846053347582237,152
2,8192,seg,2520,302.2673355263158,3.504365655877193,152
3,1024,mani,1320,213.0014605263158,1.5318167602826953,219
3,1024,mani,1620,214.87161244019137,1.524630928018873,211
3,1024,mani,1920,221.58383293460926,1.5564631844996013,211
3,1024,mani,2220,241.795740430622,1.6858680327577087,211
3,1024,mani,2520,295.5532775119617,2.048723436551834,209
3,1024,seg,1320,210.84996889952154,1.5143799322450824,221
3,1024,seg,1620,215.67926315789472,1.5282312946634768,209
3,1024,seg,1920,220.70381818181818,1.5482449541608188,213
3,1024,seg,2220,242.21769377990432,1.686565960047847,209
3,1024,seg,2520,294.6303110047847,2.039508701165869,209
3,128,mani,1320,212.769408692185,1.4969074891795586,213
3,128,mani,1620,215.7088086124402,1.4957513488389156,209
3,128,mani,1920,219.62264593301438,1.5064264198580544,209
3,128,mani,2220,242.7577942583732,1.6520220429202552,209
3,128,mani,2520,296.81546889952153,2.007753515945774,209
3,128,seg,1320,210.53071570972887,1.4779514460098353,212
3,128,seg,1620,215.87285645933017,1.4936205202216906,209
3,128,seg,1920,220.80159330143542,1.5112397313827752,209
3,128,seg,2220,243.89741148325362,1.656059029724083,209
3,128,seg,2520,295.82945933014355,1.9965789661626796,209
3,4096,all,1320,214.6847803030303,1.6646816604414023,210
3,4096,mani,1320,213.0138197767145,1.678943392393969,212
3,4096,mani,1620,216.4780749601276,1.6773168817927815,210
3,4096,mani,1920,221.51956459330142,1.6948925162803472,209
3,4096,mani,2220,240.65902392344498,1.8242799766843878,209
3,4096,mani,2520,295.6784832535885,2.225254442071593,209
3,4096,seg,1320,212.38216267942585,1.6716380252808791,209
3,4096,seg,1620,216.34546411483257,1.6740669176785399,209
3,4096,seg,1920,220.7563157894737,1.686741833806486,209
3,4096,seg,2220,242.27467464114832,1.8339484299822786,209
3,4096,seg,2520,297.25627751196174,2.2341213316143897,209
3,8192,all,1320,215.4868596491228,1.8245435840090969,171
3,8192,all,1620,221.34938888888888,1.8528302864936645,167
3,8192,all,1920,225.78471271929826,1.8738216114770143,163
3,8192,all,2220,248.87098172514618,2.0522471342511373,161
3,8192,all,2520,306.0077682748538,2.510909599891569,159
3,8192,mani,1320,211.99246198830411,1.8328173786777129,171
3,8192,mani,1620,217.8293567251462,1.8466960815139701,171
3,8192,mani,1920,224.01791520467836,1.8726326408081546,166
3,8192,mani,2220,245.60738230994153,2.0323938506424626,158
3,8192,mani,2520,297.36669736842106,2.4427366698667963,161
3,8192,seg,1320,212.3785730994152,1.8346030449902533,171
3,8192,seg,1620,219.416567251462,1.8581695587004547,171
3,8192,seg,1920,224.32608114035088,1.8732081512211662,166
3,8192,seg,2220,246.02578289473686,2.0336981437711175,158
3,8192,seg,2520,305.25984429824564,2.504996377865497,161
4,1024,mani,1320,212.05785087719298,1.157735798745614,228
4,1024,mani,1620,215.17022488038276,1.156936298971591,219
4,1024,mani,1920,221.8962296650718,1.1804324633552632,209
4,1024,mani,2220,241.99968779904304,1.2777232630335924,214
4,1024,mani,2520,296.34916626794256,1.5552286017642543,211
4,1024,seg,1320,210.34529824561403,1.146876977053728,228
4,1024,seg,1620,216.27909888357254,1.161219279176535,215
4,1024,seg,1920,221.2164557416268,1.1752559888938396,213
4,1024,seg,2220,242.92009888357256,1.2808632601950758,212
4,1024,seg,2520,294.6885681818182,1.544353961716208,210
4,128,mani,1320,212.89364354066984,1.1251204860163477,215
4,128,mani,1620,215.9064984051037,1.1245829787838917,210
4,128,mani,1920,219.8952918660287,1.1329960344617225,209
4,128,mani,2220,243.35745454545457,1.244065714069378,209
4,128,mani,2520,297.49627751196175,1.5115159027488039,209
4,128,seg,1320,210.9718129984051,1.1125737108482856,212
4,128,seg,1620,216.52813397129185,1.1253792979461723,209
4,128,seg,1920,221.16989952153114,1.1371245984952154,209
4,128,seg,2220,244.22512440191386,1.2457376724700957,209
4,128,seg,2520,296.5116985645933,1.503158082374402,209
4,4096,all,1320,215.4640366826156,1.2894735376181774,222
4,4096,mani,1320,215.61278309409886,1.2919587682716418,219
4,4096,mani,1620,218.6311913875598,1.2933250176289208,209
4,4096,mani,1920,222.84445255183414,1.30596945025762,212
4,4096,mani,2220,242.14304784688997,1.4093999324973419,209
4,4096,mani,2520,296.8315311004785,1.7184940027857525,209
4,4096,seg,1320,215.32273963317382,1.2885617661436735,220
4,4096,seg,1620,217.98235885167463,1.2879442708652313,209
4,4096,seg,1920,222.0963225677831,1.2999648210508596,211
4,4096,seg,2220,244.33508333333333,1.4203439815047403,210
4,4096,seg,2520,300.3210825358851,1.7365186990556882,210
4,8192,all,1320,217.26918713450294,1.4567610918932747,171
4,8192,all,1620,223.08649707602336,1.479268751927388,171
4,8192,all,1920,227.19481871345027,1.494104673991228,171
4,8192,all,2220,250.41940350877192,1.6367486962231967,171
4,8192,all,2520,308.4977719298246,2.007170485952729,171
4,8192,mani,1320,214.82329824561404,1.441841266062378,171
4,8192,mani,1620,220.39440935672513,1.4628774643031188,171
4,8192,mani,1920,225.64488304093567,1.4854507700316766,171
4,8192,mani,2220,247.55215789473684,1.619718452638889,171
4,8192,mani,2520,299.20787719298244,1.9485717136427874,171
4,8192,seg,1320,216.08660233918127,1.4490217048708576,171
4,8192,seg,1620,221.8658245614035,1.471019382153996,171
4,8192,seg,1920,225.6609883040936,1.4839094199683236,171
4,8192,seg,2220,247.0974678362573,1.614998718121345,171
4,8192,seg,2520,307.441,2.000173332334308,171
5,1024,mani,1320,212.47554385964912,0.9347675932061403,228
5,1024,mani,1620,216.54500757575758,0.9400697208966506,222
5,1024,mani,1920,223.19936004784688,0.9592684653175438,216
5,1024,mani,2220,243.27126993620416,1.0379336353200956,218
5,1024,mani,2520,298.64693102073363,1.2670079830154706,216
5,1024,seg,1320,214.3757894736842,0.9459366622561404,228
5,1024,seg,1620,220.6547966507177,0.9607054001933811,213
5,1024,seg,1920,225.35437998405106,0.971478981410048,220
5,1024,seg,2220,247.86839354066987,1.0608114078577353,219
5,1024,seg,2520,301.7633181818182,1.2840123053325359,210
5,128,mani,1320,214.53173763955343,0.9051838946071771,211
5,128,mani,1620,217.77192344497607,0.906336970739713,209
5,128,mani,1920,221.65815311004783,0.913226922984689,209
5,128,mani,2220,245.28823444976078,1.0030971923454544,209
5,128,mani,2520,299.91966507177034,1.219441695030622,209
5,128,seg,1320,215.59987958532693,0.9084856795101275,214
5,128,seg,1620,221.28413397129188,0.9196381976526317,209
5,128,seg,1920,225.8378181818182,0.9290658718583732,209
5,128,seg,2220,249.62798564593302,1.0192652914822968,209
5,128,seg,2520,304.9106076555024,1.2377573099349284,209
5,4096,all,1320,216.64371052631583,1.0703263429463938,228
5,4096,mani,1320,215.06001315789473,1.0848557569824562,228
5,4096,mani,1620,218.08524561403507,1.0817104527017545,228
5,4096,mani,1920,223.27809649122804,1.09390070757115,228
5,4096,mani,2220,242.8839298245614,1.1793050927904485,228
5,4096,mani,2520,298.2378313397129,1.438018993094542,222
5,4096,seg,1320,217.03978947368418,1.097817689776803,228
5,4096,seg,1620,220.1997456140351,1.095273313611111,228
5,4096,seg,1920,224.75063596491228,1.1042063938596491,228
5,4096,seg,2220,247.66666985645932,1.2058991497285132,227
5,4096,seg,2520,305.92785845295055,1.479255970614212,221
5,8192,all,1320,219.24743391812865,1.2418213145941521,181
5,8192,all,1620,223.92793801169591,1.2547979213916178,177
5,8192,all,1920,229.10328947368419,1.2735489977239767,174
5,8192,all,2220,252.5381450292398,1.395592263802339,173
5,8192,all,2520,311.8646549707602,1.7161417809161792,171
5,8192,mani,1320,212.35035263157894,1.2563318266929826,190
5,8192,mani,1620,218.89780701754387,1.2676642584844056,177
5,8192,mani,1920,224.75248830409356,1.2814005315522419,177
5,8192,mani,2220,247.50974736842105,1.395051243792008,174
5,8192,mani,2520,299.2621608187135,1.6722033658816764,177
5,8192,seg,1320,215.24205789473683,1.2764305926877193,190
5,8192,seg,1620,220.14066374269007,1.2777700071653022,189
5,8192,seg,1920,226.47549239766082,1.2943154381103315,182
5,8192,seg,2220,249.17330994152047,1.4078551735842104,181
5,8192,seg,2520,310.3853444444444,1.738653446905653,178
6,1024,mani,1320,210.5715701754386,0.7900386597222223,228
6,1024,mani,1620,216.36058771929822,0.7990612633538012,228
6,1024,mani,1920,223.3852850877193,0.8154366048048246,228
6,1024,mani,2220,243.23650837320574,0.8802152118540669,224
6,1024,mani,2520,299.76140988835726,1.0775343543540006,221
6,1024,seg,1320,212.6633157894737,0.799086103252193,228
6,1024,seg,1620,219.8160701754386,0.8131226399678362,228
6,1024,seg,1920,224.4626965709729,0.8206138185415338,227
6,1024,seg,2220,246.9991020733652,0.8952764260166799,225
6,1024,seg,2520,301.82692982456143,1.0866190712365762,223
6,128,mani,1320,215.3227946570973,0.7592602615905769,214
6,128,mani,1620,218.95390709728866,0.7612777533970627,210
6,128,mani,1920,222.92963636363638,0.7671672918102074,209
6,128,mani,2220,246.69605263157897,0.8425492214090909,209
6,128,mani,2520,302.0649377990431,1.0255636173572569,209
6,128,seg,1320,215.5609605263158,0.7586252200594099,213
6,128,seg,1620,221.45343062200956,0.7684337465486444,209
6,128,seg,1920,224.54004306220094,0.7711964840295057,209
6,128,seg,2220,249.1784066985646,0.8492393675829346,209
6,128,seg,2520,305.5107703349282,1.0350865632264754,209
6,4096,all,1320,217.72233479532161,0.9250781182802685,225
6,4096,mani,1320,216.8371818488529,0.936163839438509,230
6,4096,mani,1620,220.25733333333335,0.9339318694005849,228
6,4096,mani,1920,225.55798245614034,0.9454418718250487,228
6,4096,mani,2220,244.96963596491227,1.0186438887345677,228
6,4096,mani,2520,301.2577061403509,1.2449341598578623,228
6,4096,seg,1320,218.05733839406207,0.9428896838599615,233
6,4096,seg,1620,221.33339338731443,0.9400866626690658,229
6,4096,seg,1920,225.93764473684215,0.9485504574309618,228
6,4096,seg,2220,248.1453903508772,1.0334457895094216,228
6,4096,seg,2520,307.6524342105263,1.273378006318226,228
6,8192,all,1320,221.23191578947367,1.0980444271111112,190
6,8192,all,1620,224.84981052631576,1.1055840450716374,190
6,8192,all,1920,230.36895789473684,1.124463309883041,190
6,8192,all,2220,254.52038947368425,1.2354211145248537,190
6,8192,all,2520,314.63450701754385,1.5213029868482781,183
6,8192,mani,1320,217.09537894736843,1.0960777957368422,190
6,8192,mani,1620,223.16425263157893,1.10638570097076,190
6,8192,mani,1920,228.35806842105262,1.121121215643275,190
6,8192,mani,2220,251.3530573099415,1.2255225398700456,189
6,8192,mani,2520,303.39869999999996,1.4721668401988304,190
6,8192,seg,1320,219.68393684210528,1.1108170466067253,190
6,8192,seg,1620,222.72471052631582,1.1057240348421054,190
6,8192,seg,1920,228.5111631578947,1.1235466576842104,190
6,8192,seg,2220,251.10876842105264,1.2260827514005848,190
6,8192,seg,2520,312.44400526315786,1.518131000397661,190
7,1024,mani,1320,212.91877192982454,0.6870440793665413,228
7,1024,mani,1620,218.58809649122807,0.6945036336798246,228
7,1024,mani,1920,225.42365789473683,0.7080387733696742,228
7,1024,mani,2220,245.53059250398724,0.7647093405323536,221
7,1024,mani,2520,303.42038875598087,0.9388396987157666,222
7,1024,seg,1320,214.12633771929825,0.6913785002926065,228
7,1024,seg,1620,221.20564473684212,0.7032642959379699,228
7,1024,seg,1920,225.6766184210526,0.7092744419172932,228
7,1024,seg,2220,247.47645015948964,0.7712778895622009,227
7,1024,seg,2520,304.47214593301436,0.9427005030338345,221
7,128,mani,1320,216.32767025518345,0.6545701416233197,215
7,128,mani,1620,220.33161722488038,0.6575473921954886,209
7,128,mani,1920,224.50226794258373,0.6630851688735475,209
7,128,mani,2220,248.30852153110047,0.7278782133349282,209
7,128,mani,2520,304.4920669856459,0.8873011643157894,209
7,128,seg,1320,215.85476754385965,0.6518359378577124,217
7,128,seg,1620,222.02469617224878,0.6612479280485304,210
7,128,seg,1920,224.94799043062199,0.6630603456349966,209
7,128,seg,2220,249.11456937799042,0.7286525575789474,209
7,128,seg,2520,306.55510526315794,0.8913907015782639,209
7,4096,all,1320,219.3568073549258,0.8223496318574748,234
7,4096,mani,1320,219.19706342780026,0.8253218774462866,239
7,4096,mani,1620,222.34075236167342,0.8258425726803654,233
7,4096,mani,1920,227.26928002699054,0.8358876138621125,230
7,4096,mani,2220,247.44694264507422,0.9039006998167427,229
7,4096,mani,2520,304.4373903508772,1.1063208928627124,228
7,4096,seg,1320,219.9417810391363,0.8285704918135081,239
7,4096,seg,1620,222.58899898785427,0.8272798118837157,235
7,4096,seg,1920,227.33556106612684,0.8366404144261295,229
7,4096,seg,2220,248.77564912280704,0.9092759839188249,228
7,4096,seg,2520,309.487302294197,1.1253575130453803,229
7,8192,all,1320,223.10116267942584,1.000991726872636,193
7,8192,all,1620,225.77833588516745,1.0035989001320347,191
7,8192,all,1920,231.67301578947368,1.022624455102757,190
7,8192,all,2220,256.10669473684214,1.12453949508396,190
7,8192,all,2520,317.27083157894737,1.3874754763370927,190
7,8192,mani,1320,218.80064641148323,0.9839806301915014,193
7,8192,mani,1620,224.57683157894735,0.9982806628922306,190
7,8192,mani,1920,229.63906267942582,1.0123831288508771,191
7,8192,mani,2220,253.37799473684214,1.1104750393972431,190
7,8192,mani,2520,305.9166526315789,1.3347395599511278,190
7,8192,seg,1320,220.56973110047846,0.9922242108133972,193
7,8192,seg,1620,223.89562105263158,0.9955051474749373,191
7,8192,seg,1920,229.49335263157894,1.0120829735438597,190
7,8192,seg,2220,251.67048947368423,1.103407888661654,190
7,8192,seg,2520,312.3696157894737,1.3634658917406015,190
8,1024,mani,1320,214.90247807017545,0.6091155835652412,228
8,1024,mani,1620,220.30690789473684,0.6151910051288377,228
8,1024,mani,1920,227.01429385964911,0.6277019429259869,228
8,1024,mani,2220,247.606649122807,0.6795955122494517,228
8,1024,mani,2520,305.74535566188194,0.8345239607243321,227
8,1024,seg,1320,215.30110964912282,0.6099734863865132,228
8,1024,seg,1620,222.27581578947368,0.6203820723733553,228
8,1024,seg,1920,226.75331140350877,0.6266401445296053,228
8,1024,seg,2220,249.65759649122805,0.6849174748596492,228
8,1024,seg,2520,305.8162751196172,0.8343190783423545,226
8,128,mani,1320,217.06628309409888,0.5759325862143142,211
8,128,mani,1620,221.26006259968102,0.5788833697638557,211
8,128,mani,1920,225.83091307814993,0.5845483431300837,211
8,128,mani,2220,249.69049760765552,0.6414137324814594,209
8,128,mani,2520,306.78903827751196,0.783432200069378,209
8,128,seg,1320,216.36128349282296,0.572763717269687,214
8,128,seg,1620,222.35612918660286,0.5803933145203349,209
8,128,seg,1920,225.61652153110046,0.5826397450257177,209
8,128,seg,2220,250.20828229665074,0.6412029873229665,209
8,128,seg,2520,308.07147368421056,0.7848908615364832,209
8,4096,all,1320,220.42353846153847,0.7440003516711652,247
8,4096,mani,1320,220.45662753036436,0.7443345417763158,247
8,4096,mani,1620,223.6028056680162,0.7462826276231445,247
8,4096,mani,1920,228.5071842105263,0.7563270911271837,240
8,4096,mani,2220,249.08143758434548,0.81938323086262,235
8,4096,mani,2520,306.15762955465584,1.0023597292929036,238
8,4096,seg,1320,220.7426194331984,0.7449644343460414,247
8,4096,seg,1620,223.3885894062078,0.7452768731048508,245
8,4096,seg,1920,227.91846390013498,0.7540201141616528,241
8,4096,seg,2220,249.68679116059377,0.8210241837404408,236
8,4096,seg,2520,310.9650948043185,1.017751250134203,238
8,8192,all,1320,223.67844497607655,0.9223033974481658,209
8,8192,all,1620,226.54782583732057,0.9251968344377991,204
8,8192,all,1920,232.9119693779904,0.943972775076555,203
8,8192,all,2220,257.5657210526316,1.0382497348705144,201
8,8192,all,2520,317.9573660287081,1.276236199141846,202
8,8192,mani,1320,220.5536363636364,0.9097401272398326,209
8,8192,mani,1620,225.11414641148326,0.9195567788399123,203
8,8192,mani,1920,230.39045263157894,0.9341172919272328,204
8,8192,mani,2220,254.4826062200957,1.0261680140039873,203
8,8192,mani,2520,307.26678755980856,1.2336360042177035,196
8,8192,seg,1320,221.28543540669858,0.9124579867214911,209
8,8192,seg,1620,224.5818066985646,0.9168772971208133,196
8,8192,seg,1920,230.1389100478469,0.9325117501016746,205
8,8192,seg,2220,252.27736746411483,1.0167607314152711,202
8,8192,seg,2520,312.92134306220095,1.2557958349687002,201
9,1024,mani,1320,213.9139544534413,0.5523169679012595,231
9,1024,mani,1620,219.5417807017544,0.557548806238304,228
9,1024,mani,1920,226.53410964912283,0.5684230532149123,228
9,1024,mani,2220,247.36916666666667,0.6151998371788499,228
9,1024,mani,2520,306.1685789473684,0.7562273623260234,228
9,1024,seg,1320,219.64699763832658,0.5701547455096716,233
9,1024,seg,1620,226.99612719298247,0.5795636107777778,228
9,1024,seg,1920,232.02876315789476,0.5852321874868421,228
9,1024,seg,2220,256.062649122807,0.6401491817007797,228
9,1024,seg,2520,317.0534561403509,0.7871250359064327,228
9,128,mani,1320,217.2292057416268,0.515855938157496,219
9,128,mani,1620,221.96927232854864,0.5190835674313309,213
9,128,mani,1920,226.95453588516747,0.5247718829409889,209
9,128,mani,2220,250.8572966507177,0.5753859565194045,209
9,128,mani,2520,308.42157894736846,0.703210160790537,209
9,128,seg,1320,222.4967683413078,0.5308564840157718,222
9,128,seg,1620,228.87974441786284,0.5377911354558302,216
9,128,seg,1920,232.2050956937799,0.5394220383620415,209
9,128,seg,2220,258.63376116427435,0.5959269422532342,214
9,128,seg,2520,320.88215311004785,0.73490634886975,209
9,4096,all,1320,221.138995951417,0.6887107979547158,247
9,4096,mani,1320,212.0987819548872,0.7008203964513134,266
9,4096,mani,1620,217.4145647773279,0.701569343976037,260
9,4096,mani,1920,223.15595054945055,0.7079029757060386,248
9,4096,mani,2220,244.78146067090802,0.7667955077361495,249
9,4096,mani,2520,301.33409600925387,0.9349244316273589,251
9,4096,seg,1320,217.17112781954887,0.7205212070017637,266
9,4096,seg,1620,221.7288554077502,0.7185281259316025,265
9,4096,seg,1920,227.1602987275882,0.7236198566822327,254
9,4096,seg,2220,250.83734933487563,0.7890405847726152,249
9,4096,seg,2520,314.4171700404858,0.9794839872569601,247
9,8192,all,1320,224.32901555023923,0.8705123684042176,210
9,8192,all,1620,227.60369138755982,0.8725561204806841,210
9,8192,all,1920,233.76238277511962,0.8883540161465532,209
9,8192,all,2220,258.2645693779904,0.9752884543868511,209
9,8192,all,2520,319.9447631578947,1.2025682284875068,206
9,8192,mani,1320,209.194,0.8891516988190382,228
9,8192,mani,1620,215.32786403508774,0.8893605242381417,228
9,8192,mani,1920,221.30744736842104,0.8956696448879141,228
9,8192,mani,2220,246.70576475279105,0.983660897711176,222
9,8192,mani,2520,299.45098285486444,1.180423312377577,212
9,8192,seg,1320,213.07802125506072,0.908324671380267,229
9,8192,seg,1620,218.5989605263158,0.9054874454653996,228
9,8192,seg,1920,225.45889912280703,0.9150377398481158,228
9,8192,seg,2220,249.50626036682618,0.9976722565278515,220
9,8192,seg,2520,311.80160127591705,1.2327040592078682,219
10,1024,mani,1320,215.83320512820515,0.5040203507531714,234
10,1024,mani,1620,221.42835964912283,0.5085591417701755,228
10,1024,mani,1920,228.1841184210526,0.5177329484552632,228
10,1024,mani,2220,249.48562719298243,0.5610247944991228,228
10,1024,mani,2520,308.81762719298246,0.6897164076986841,228
10,1024,seg,1320,220.502508097166,0.5172605796051957,237
10,1024,seg,1620,227.61906140350877,0.5251424109153509,228
10,1024,seg,1920,232.95228070175438,0.5309067342872806,228
10,1024,seg,2220,256.95890789473685,0.5803808945789474,228
10,1024,seg,2520,318.34656140350876,0.7141268289622807,228
10,128,mani,1320,218.06960765550238,0.46671836955011964,220
10,128,mani,1620,223.15917224880383,0.47030329248241626,213
10,128,mani,1920,228.5102057416268,0.4761274767971292,209
10,128,mani,2220,252.16002392344498,0.521208132224402,209
10,128,mani,2520,310.481028708134,0.6378750241224881,209
10,128,seg,1320,222.68273724082937,0.47865888170781506,220
10,128,seg,1620,228.99522169059014,0.48471301538516753,214
10,128,seg,1920,232.80665071770335,0.4871513719334928,210
10,128,seg,2220,258.9789876395534,0.5374850335856858,211
10,128,seg,2520,320.96705263157895,0.6620672886928229,209
10,4096,all,1320,222.79436119144012,0.6328700994413277,252
10,4096,mani,1320,215.82333082706765,0.645282848748538,266
10,4096,mani,1620,222.0354022556391,0.6486315461704261,266
10,4096,mani,1920,227.52024493927127,0.6536296300288863,255
10,4096,mani,2220,250.14915818392134,0.7098820668006234,253
10,4096,mani,2520,307.79096356275306,0.8654216323400808,247
10,4096,seg,1320,220.97553383458649,0.6628929349824562,266
10,4096,seg,1620,225.39954511278196,0.660776513345447,266
10,4096,seg,1920,229.74237478311161,0.662234165867939,259
10,4096,seg,2220,254.99904366685945,0.7261222984039265,254
10,4096,seg,2520,319.4041165413534,0.9010520240343165,249
10,8192,all,1320,226.27834808612437,0.8111522334310207,222
10,8192,all,1620,229.52121172248803,0.8155874596168262,219
10,8192,all,1920,235.14815909090908,0.8300379338273526,214
10,8192,all,2220,260.1260566188198,0.9136060720082404,211
10,8192,all,2520,322.2118137958533,1.1273823171005448,210
10,8192,mani,1320,216.33501754385964,0.834597616998538,228
10,8192,mani,1620,221.89434649122805,0.8319577603216374,228
10,8192,mani,1920,227.69098245614035,0.8367264521973684,228
10,8192,mani,2220,253.7755466507177,0.9188765975015949,224
10,8192,mani,2520,308.5347727272727,1.1051904453515418,216
10,8192,seg,1320,219.7870708502024,0.8502982133047121,231
10,8192,seg,1620,224.97199122807015,0.8456676499605262,228
10,8192,seg,1920,231.69544298245614,0.8536410970643274,228
10,8192,seg,2220,255.87088755980864,0.9288472592710659,214
10,8192,seg,2520,319.95540550239235,1.1489092850885834,221
11,1024,mani,1320,218.05187753036438,0.4645494821540302,230
11,1024,mani,1620,223.2361710526316,0.46776952027711327,228
11,1024,mani,1920,229.88195175438594,0.4760547310554226,228
11,1024,mani,2220,251.68347368421053,0.5168783329708931,228
11,1024,mani,2520,311.6226184210526,0.6361021344700957,228
11,1024,seg,1320,221.49280634278003,0.4736491546039443,238
11,1024,seg,1620,228.15235492577597,0.4798350048695252,229
11,1024,seg,1920,233.72473245614037,0.485747042976874,228
11,1024,seg,2220,257.5982412280702,0.5309297587523923,228
11,1024,seg,2520,319.50148684210524,0.6545087902663477,228
11,128,mani,1320,219.24412998405106,0.4272449396476004,217
11,128,mani,1620,224.4021455342903,0.4304784687306075,211
11,128,mani,1920,229.99171770334928,0.4362084136559373,209
11,128,mani,2220,253.52581339712918,0.4770264175585037,209
